reference	n	word	lemma	extended_strongs	role	morphology
Revelation 12:1	3	μέγα	μέγας	31730	A	....NNS
Revelation 12:1	4	ὤφθη	ὁράω	37080	V	IAP3..S
Revelation 12:1	5	ἐν	ἐν	17220	P	.......
Revelation 12:1	6	τῷ	ὁ	35880	E	....DMS
Revelation 12:1	7	οὐρανῷ·	οὐρανός	37720	N	....DMS
Revelation 12:1	8	γυνὴ	γυνή	11350	N	....NFS
Revelation 12:1	9	περιβεβλημένη	περιβάλλω	40160	V	PEP.NFS
Revelation 12:1	10	τὸν	ὁ	35880	E	....AMS
Revelation 12:1	11	ἥλιον,	ἥλιος	22460	N	....AMS
Revelation 12:1	12	καὶ	καί	25320	C	.......
Revelation 12:1	13	ἡ	ὁ	35880	E	....NFS
Revelation 12:1	14	σελήνη	σελήνη	45820	N	....NFS
Revelation 12:1	15	ὑποκάτω	ὑποκάτω	52700	P	.......
Revelation 12:1	16	τῶν	ὁ	35880	E	....GMP
Revelation 12:1	17	ποδῶν	πούς	42280	N	....GMP
Revelation 12:1	18	αὐτῆς,	αὐτός	8460	R	...3GFS
Revelation 12:1	19	καὶ	καί	25320	C	.......
Revelation 12:1	20	ἐπὶ	ἐπί	19090	P	.......
Revelation 12:1	21	τῆς	ὁ	35880	E	....GFS
Revelation 12:1	22	κεφαλῆς	κεφαλή	27760	N	....GFS
Revelation 12:1	23	αὐτῆς	αὐτός	8460	R	...3GFS
Revelation 12:1	24	στέφανος	στέφανος	47350	N	....NMS
Revelation 12:1	25	ἀστέρων	ἀστήρ	7920	N	....GMP
Revelation 12:1	26	δώδεκα:	δώδεκα	14270	E	....GMP
Revelation 12:2	1	Καὶ	καί	25320	C	.......
Revelation 12:2	2	ἐν	ἐν	17220	P	.......
Revelation 12:2	3	γαστρὶ	γαστήρ	10640	N	....DFS
Revelation 12:2	4	ἔχουσα	ἔχω	21920	V	PPA.NFS
Revelation 12:2	5	ἔκραζεν,	κράζω	28960	V	IIA3..S
Revelation 12:2	6	ὠδίνουσα,	ὠδίνω	56050	V	PPA.NFS
Revelation 12:2	7	καὶ	καί	25320	C	.......
Revelation 12:2	8	βασανιζομένη	βασανίζω	9280	V	PPP.NFS
Revelation 12:2	9	τεκεῖν.	τίκτω	50880	V	NAA....
Revelation 12:3	1	Καὶ	καί	25320	C	.......
Revelation 12:3	2	ὤφθη	ὁράω	37080	V	IAP3..S
Revelation 12:3	3	ἄλλο	ἄλλος	2430	E	....NNS
Revelation 12:3	4	σημεῖον	σημεῖον	45920	N	....NNS
Revelation 12:3	5	ἐν	ἐν	17220	P	.......
Revelation 12:3	6	τῷ	ὁ	35880	E	....DMS
Revelation 12:3	7	οὐρανῷ·	οὐρανός	37720	N	....DMS
Revelation 12:3	8	καὶ	καί	25320	C	.......
Revelation 12:3	9	ἰδοὺ	ὁράω	37080	I	MAM2..S
Revelation 12:3	10	δράκων	δράκων	14040	N	....NMS
Revelation 12:3	11	μέγας	μέγας	31730	A	....NMS
Revelation 12:3	12	πυρρός,	πυρρός	44500	A	....NMS
Revelation 12:3	13	ἔχων	ἔχω	21920	V	PPA.NMS
Revelation 12:3	14	κεφαλὰς	κεφαλή	27760	N	....AFP
Revelation 12:3	15	ἑπτὰ	ἑπτά	20330	E	....AFP
Revelation 12:3	16	καὶ	καί	25320	C	.......
Revelation 12:3	17	κέρατα	κέρας	27680	N	....ANP
Revelation 12:3	18	δέκα,	δέκα	11760	E	....ANP
Revelation 12:3	19	καὶ	καί	25320	C	.......
Revelation 12:3	20	ἐπὶ	ἐπί	19090	P	.......
Revelation 12:3	21	τὰς	ὁ	35880	E	....AFP
Revelation 12:3	22	κεφαλὰς	κεφαλή	27760	N	....AFP
Revelation 12:3	23	αὐτοῦ	αὐτός	8460	R	...3GMS
Revelation 12:3	24	ἑπτά	ἑπτά	20330	E	....ANP
Revelation 12:3	25	διαδήματα.	διάδημα	12380	N	....ANP
Revelation 12:4	1	Καὶ	καί	25320	C	.......
Revelation 12:4	2	ἡ	ὁ	35880	E	....NFS
Revelation 12:4	3	οὐρὰ	οὐρά	37690	N	....NFS
Revelation 12:4	4	αὐτοῦ	αὐτός	8460	R	...3GMS
Revelation 12:4	5	σύρει	σύρω	49510	V	IPA3..S
Revelation 12:4	6	τὸ	ὁ	35880	E	....ANS
Revelation 12:4	7	τρίτον	τρίτος	51540	S	....ANS
Revelation 12:4	8	τῶν	ὁ	35880	E	....GMP
Revelation 12:4	9	ἀστέρων	ἀστήρ	7920	N	....GMP
Revelation 12:4	10	τοῦ	ὁ	35880	E	....GMS
Revelation 12:4	11	οὐρανοῦ,	οὐρανός	37720	N	....GMS
Revelation 12:4	12	καὶ	καί	25320	C	.......
Revelation 12:4	13	ἔβαλεν	βάλλω	9060	V	IAA3..S
Revelation 12:4	14	αὐτοὺς	αὐτός	8460	R	...3AMP
Revelation 12:4	15	εἰς	εἰς	15190	P	.......
Revelation 12:4	16	τὴν	ὁ	35880	E	....AFS
Revelation 12:4	17	γῆν:	γῆ	10930	N	....AFS
Revelation 12:4	18	καὶ	καί	25320	C	.......
Revelation 12:4	19	ὁ	ὁ	35880	E	....NMS
Revelation 12:4	20	δράκων	δράκων	14040	N	....NMS
Revelation 12:4	21	ἕστηκεν	ἵστημι	24760	V	IEA3..S
Revelation 12:4	22	ἐνώπιον	ἐνώπιον	17990	P	.......
Revelation 12:4	23	τῆς	ὁ	35880	E	....GFS
Revelation 12:4	24	γυναικὸς	γυνή	11350	N	....GFS
Revelation 12:4	25	τῆς	ὁ	35880	R	....GFS
Revelation 12:4	26	μελλούσης	μέλλω	31950	V	PPA.GFS
Revelation 12:4	27	τεκεῖν,	τίκτω	50880	V	NAA....
Revelation 12:4	28	ἵνα	ἵνα	24430	C	.......
Revelation 12:4	29	ὅταν	ὅταν	37520	C	.......
Revelation 12:4	30	τέκῃ	τίκτω	50880	V	SAA3..S
Revelation 12:4	31	τὸ	ὁ	35880	E	....ANS
Revelation 12:4	32	τέκνον	τέκνον	50430	N	....ANS
Revelation 12:4	33	αὐτῆς	αὐτός	8460	R	...3GFS
Revelation 12:4	34	καταφάγῃ.	κατεσθίω	27190	V	SAA3..S
Revelation 12:5	1	Καὶ	καί	25320	C	.......
Revelation 12:5	2	ἔτεκεν	τίκτω	50880	V	IAA3..S
Revelation 12:5	3	υἱόν	υἱός	52070	N	....AMS
Revelation 12:5	4	ἄρρενα,	ἄρρην	7300	S	....AMS
Revelation 12:5	5	ὃς	ὅς	37390	R	....NMS
Revelation 12:5	6	μέλλει	μέλλω	31950	V	IPA3..S
Revelation 12:5	7	ποιμαίνειν	ποιμαίνω	41650	V	NPA....
Revelation 12:5	8	πάντα	πᾶς	39560	E	....ANP
Revelation 12:5	9	τὰ	ὁ	35880	E	....ANP
Revelation 12:5	10	ἔθνη	ἔθνος	14840	N	....ANP
Revelation 12:5	11	ἐν	ἐν	17220	P	.......
Revelation 12:5	12	ῥάβδῳ	ῥάβδος	44640	N	....DFS
Revelation 12:5	13	σιδηρᾷ:	σιδηροῦς	46030	A	....DFS
Revelation 12:5	14	καὶ	καί	25320	C	.......
Revelation 12:5	15	ἡρπάσθη	ἁρπάζω	7260	V	IAP3..S
Revelation 12:5	16	τὸ	ὁ	35880	E	....NNS
Revelation 12:5	17	τέκνον	τέκνον	50430	N	....NNS
Revelation 12:5	18	αὐτῆς	αὐτός	8460	R	...3GFS
Revelation 12:5	19	πρὸς	πρός	43140	P	.......
Revelation 12:5	20	τὸν	ὁ	35880	E	....AMS
Revelation 12:5	21	Θεὸν,	θεός	23160	N	....AMS
Revelation 12:5	22	καὶ	καί	25320	C	.......
Revelation 12:5	23	τὸν	ὁ	35880	E	....AMS
Revelation 12:5	24	θρόνον	θρόνος	23620	N	....AMS
Revelation 12:5	25	αὐτοῦ.	αὐτός	8460	R	...3GMS
Revelation 12:6	1	Καὶ	καί	25320	C	.......
Revelation 12:6	2	ἡ	ὁ	35880	E	....NFS
Revelation 12:6	3	γυνὴ	γυνή	11350	N	....NFS
Revelation 12:6	4	ἔφυγεν	φεύγω	53430	V	IAA3..S
Revelation 12:6	5	εἰς	εἰς	15190	P	.......
Revelation 12:6	6	τὴν	ὁ	35880	E	....AFS
Revelation 12:6	7	ἔρημον,	ἔρημος	20480	S	....AFS
Revelation 12:6	8	ὅπου	ὅπου	36990	R	.......
Revelation 12:6	9	ἔχει	ἔχω	21920	V	IPA3..S
Revelation 12:6	10	τόπον	τόπος	51170	N	....AMS
Revelation 12:6	11	ἡτοιμασμένον	ἑτοιμάζω	20900	V	PEP.AMS
Revelation 12:6	12	ἀπὸ	ἀπό	5750	P	.......
Revelation 12:6	13	τοῦ	ὁ	35880	E	....GMS
Revelation 12:6	14	Θεοῦ,	θεός	23160	N	....GMS
Revelation 12:6	15	ἵνα	ἵνα	24430	C	.......
Revelation 12:6	16	ἐκεῖ	ἐκεῖ	15630	D	.......
Revelation 12:6	17	τρέφωσιν	τρέφω	51420	V	SPA3..P
Revelation 12:6	18	αὐτὴν	αὐτός	8460	R	...3AFS
Revelation 12:6	19	ἡμέρας	ἡμέρα	22500	N	....AFP
Revelation 12:6	20	χιλίας	χίλιοι	55070	E	....AFP
Revelation 12:6	21	διακοσίας	διακόσιοι	12500	E	....AFP
Revelation 12:6	22	ἑξήκοντα.	ἑξήκοντα	18350	E	....AFP
Revelation 12:7	1	Καὶ	καί	25320	C	.......
Revelation 12:7	2	ἐγένετο	γίνομαι	10960	V	IAM3..S
Revelation 12:7	3	πόλεμος	πόλεμος	41710	N	....NMS
Revelation 12:7	4	ἐν	ἐν	17220	P	.......
Revelation 12:7	5	τῷ	ὁ	35880	E	....DMS
Revelation 12:7	6	οὐρανῷ:	οὐρανός	37720	N	....DMS
Revelation 12:7	7	ὁ	ὁ	35880	E	....NMS
Revelation 12:7	8	Μιχαὴλ	Μιχαήλ	34130	N	....NMS
Revelation 12:7	9	καὶ	καί	25320	C	.......
Revelation 12:7	10	οἱ	ὁ	35880	E	....NMP
Revelation 12:7	11	ἄγγελοι	ἄγγελος	320	N	....NMP
Revelation 12:7	12	αὐτοῦ	αὐτός	8460	R	...3GMS
Revelation 12:7	13	ἐπολέμησαν	πολεμέω	41700	V	IAA3..P
Revelation 12:7	14	κατὰ	κατά	25960	P	.......
Revelation 12:7	15	τοῦ	ὁ	35880	E	....GMS
Revelation 12:7	16	δράκοντος·	δράκων	14040	N	....GMS
Revelation 12:7	17	καὶ	καί	25320	C	.......
Revelation 12:7	18	ὁ	ὁ	35880	E	....NMS
Revelation 12:7	19	δράκων	δράκων	14040	N	....NMS
Revelation 12:7	20	ἐπολέμησεν	πολεμέω	41700	V	IAA3..S
Revelation 12:7	21	καὶ	καί	25320	C	.......
Revelation 12:7	22	οἱ	ὁ	35880	E	....NMP
Revelation 12:7	23	ἄγγελοι	ἄγγελος	320	N	....NMP
Revelation 12:7	24	αὐτοῦ,	αὐτός	8460	R	...3GMS
Revelation 12:8	1	Καὶ	καί	25320	C	.......
Revelation 12:8	2	οὐκ	οὐ	37560	C	.......
Revelation 12:8	3	ἴσχυσαν·	ἰσχύω	24800	V	IAA3..P
Revelation 12:8	4	οὐτὲ	οὔτε	37770	C	.......
Revelation 12:8	5	τόπος	τόπος	51170	N	....NMS
Revelation 12:8	6	εὑρέθη	εὑρίσκω	21470	V	IAP3..S
Revelation 12:8	7	αὐτῶν	αὐτός	8460	R	...3GMP
Revelation 12:8	8	ἔτι	ἔτι	20890	D	.......
Revelation 12:8	9	ἐν	ἐν	17220	P	.......
Revelation 12:8	10	τῷ	ὁ	35880	E	....DMS
Revelation 12:8	11	οὐρανῷ.	οὐρανός	37720	N	....DMS
Revelation 12:9	1	Καὶ	καί	25320	C	.......
Revelation 12:9	2	ἐβλήθη	βάλλω	9060	V	IAP3..S
Revelation 12:9	3	ὁ	ὁ	35880	E	....NMS
Revelation 12:9	4	δράκων	δράκων	14040	N	....NMS
Revelation 12:9	5	ὁ	ὁ	35880	E	....NMS
Revelation 12:9	6	μέγας,	μέγας	31730	A	....NMS
Revelation 12:9	7	ὁ	ὁ	35880	E	....NMS
Revelation 12:9	8	ὄφις	ὄφις	37890	N	....NMS
Revelation 12:9	9	ὁ	ὁ	35880	E	....NMS
Revelation 12:9	10	ἀρχαῖος,	ἀρχαῖος	7440	A	....NMS
Revelation 12:9	11	ὁ	ὁ	35880	R	....NMS
Revelation 12:9	12	καλούμενος	καλέω	25640	V	PPP.NMS
Revelation 12:9	13	Διάβολος,	διάβολος	12280	S	....NMS
Revelation 12:9	14	καὶ	καί	25320	C	.......
Revelation 12:9	15	Σατανᾶς,	Σατανᾶς	45660	N	....NMS
Revelation 12:9	16	ὁ	ὁ	35880	R	....NMS
Revelation 12:9	17	πλανῶν	πλανάω	41050	V	PPA.NMS
Revelation 12:9	18	τὴν	ὁ	35880	E	....AFS
Revelation 12:9	19	οἰκουμένην	οἰκουμένη	36250	N	....AFS
Revelation 12:9	20	ὅλην:	ὅλος	36500	E	....AFS
Revelation 12:9	21	ἐβλήθη	βάλλω	9060	V	IAP3..S
Revelation 12:9	22	εἰς	εἰς	15190	P	.......
Revelation 12:9	23	τὴν	ὁ	35880	E	....AFS
Revelation 12:9	24	γῆν,	γῆ	10930	N	....AFS
Revelation 12:9	25	καὶ	καί	25320	C	.......
Revelation 12:9	26	οἱ	ὁ	35880	E	....NMP
Revelation 12:9	27	ἄγγελοι	ἄγγελος	320	N	....NMP
Revelation 12:9	28	αὐτοῦ	αὐτός	8460	R	...3GMS
Revelation 12:9	29	μετʼ	μετά	33260	P	.......
Revelation 12:9	30	αὐτοῦ	αὐτός	8460	R	...3GMS
Revelation 12:9	31	ἐβλήθησαν.	βάλλω	9060	V	IAP3..P
Revelation 12:10	1	Καὶ	καί	25320	C	.......
Revelation 12:10	2	ἤκουσα	ἀκούω	1910	V	IAA1..S
Revelation 12:10	3	φωνὴν	φωνή	54560	N	....AFS
Revelation 12:10	4	μεγάλην	μέγας	31730	A	....AFS
Revelation 12:10	5	λέγουσαν	λέγω	30040	V	PPA.AFS
Revelation 12:10	6	ἐν	ἐν	17220	P	.......
Revelation 12:10	7	τῷ	ὁ	35880	E	....DMS
Revelation 12:10	8	οὐρανῷ,	οὐρανός	37720	N	....DMS
Revelation 12:10	9	Ἄρτι	ἄρτι	7370	D	.......
Revelation 12:10	10	ἐγένετο	γίνομαι	10960	V	IAM3..S
Revelation 12:10	11	ἡ	ὁ	35880	E	....NFS
Revelation 12:10	12	σωτηρία,	σωτηρία	49910	N	....NFS
Revelation 12:10	13	καὶ	καί	25320	C	.......
Revelation 12:10	14	ἡ	ὁ	35880	E	....NFS
Revelation 12:10	15	δύναμις,	δύναμις	14110	N	....NFS
Revelation 12:10	16	καὶ	καί	25320	C	.......
Revelation 12:10	17	ἡ	ὁ	35880	E	....NFS
Revelation 12:10	18	βασιλεία	βασιλεία	9320	N	....NFS
Revelation 12:10	19	τοῦ	ὁ	35880	E	....GMS
Revelation 12:10	20	Θεοῦ	θεός	23160	N	....GMS
Revelation 12:10	21	ἡμῶν,	ἐγώ	14730	R	...1G.P
Revelation 12:10	22	καὶ	καί	25320	C	.......
Revelation 12:10	23	ἡ	ὁ	35880	E	....NFS
Revelation 12:10	24	ἐξουσία	ἐξουσία	18490	N	....NFS
Revelation 12:10	25	τοῦ	ὁ	35880	E	....GMS
Revelation 12:10	26	Χριστοῦ	χριστός	55470	N	....GMS
Revelation 12:10	27	αὐτοῦ:	αὐτός	8460	R	...3GMS
Revelation 12:10	28	ὅτι	ὅτι	37540	C	.......
Revelation 12:10	29	κατἐβλήθη	καταβάλλω	25980	V	IAP3..S
Revelation 12:10	30	ὁ	ὁ	35880	E	....NMS
Revelation 12:10	31	κατήγορος	κατήγορος	27250	N	....NMS
Revelation 12:10	32	τῶν	ὁ	35880	E	....GMP
Revelation 12:10	33	ἀδελφῶν	ἀδελφός	800	N	....GMP
Revelation 12:10	34	ἡμῶν,	ἐγώ	14730	R	...1G.P
Revelation 12:10	35	ὁ	ὁ	35880	R	....NMS
Revelation 12:10	36	κατηγορῶν	κατηγορέω	27230	V	PPA.NMS
Revelation 12:10	37	αυτῶν	αὐτός	8460	R	...3GMP
Revelation 12:10	38	ἐνώπιον	ἐνώπιον	17990	P	.......
Revelation 12:10	39	τοῦ	ὁ	35880	E	....GMS
Revelation 12:10	40	Θεοῦ	θεός	23160	N	....GMS
Revelation 12:10	41	ἡμῶν	ἐγώ	14730	R	...1G.P
Revelation 12:10	42	ἡμέρας	ἡμέρα	22500	N	....GFS
Revelation 12:10	43	καὶ	καί	25320	C	.......
Revelation 12:10	44	νυκτός.	νύξ	35710	N	....GFS
Revelation 12:11	1	Καὶ	καί	25320	C	.......
Revelation 12:11	2	αὐτοὶ	αὐτός	8460	R	...3NMP
Revelation 12:11	3	ἐνίκησαν	νικάω	35280	V	IAA3..P
Revelation 12:11	4	αὐτὸν	αὐτός	8460	R	...3AMS
Revelation 12:11	5	διὰ	διά	12230	P	.......
Revelation 12:11	6	τὸ	ὁ	35880	E	....ANS
Revelation 12:11	7	αἷμα	αἷμα	1290	N	....ANS
Revelation 12:11	8	τοῦ	ὁ	35880	E	....GNS
Revelation 12:11	9	Ἀρνίου,	ἀρνίον	7210	N	....GNS
Revelation 12:11	10	καὶ	καί	25320	C	.......
Revelation 12:11	11	διὰ	διά	12230	P	.......
Revelation 12:11	12	τὸν	ὁ	35880	E	....AMS
Revelation 12:11	13	λόγον	λόγος	30560	N	....AMS
Revelation 12:11	14	τῆς	ὁ	35880	E	....GFS
Revelation 12:11	15	μαρτυρίας	μαρτυρία	31410	N	....GFS
Revelation 12:11	16	αὐτῶν·	αὐτός	8460	R	...3GMP
Revelation 12:11	17	καὶ	καί	25320	C	.......
Revelation 12:11	18	οὐκ	οὐ	37560	D	.......
Revelation 12:11	19	ἠγάπησαν	ἀγαπάω	250	V	IAA3..P
Revelation 12:11	20	τὴν	ὁ	35880	E	....AFS
Revelation 12:11	21	ψυχὴν	ψυχή	55900	N	....AFS
Revelation 12:11	22	αὐτῶν	αὐτός	8460	R	...3GMP
Revelation 12:11	23	ἄχρι	ἄχρι	8910	P	.......
Revelation 12:11	24	θανάτου.	θάνατος	22880	N	....GMS
Revelation 12:12	1	Διὰ	διά	12230	P	.......
Revelation 12:12	2	τοῦτο	οὗτος	37780	R	....ANS
Revelation 12:12	3	εὐφραίνεσθε,	εὐφραίνω	21650	V	MPP2..P
Revelation 12:12	4	οἱ	ὁ	35880	E	...2VMP
Revelation 12:12	5	οὐρανοὶ,	οὐρανός	37720	N	....VMP
Revelation 12:12	6	καὶ	καί	25320	C	.......
Revelation 12:12	7	οἱ	ὁ	35880	R	...2VMP
Revelation 12:12	8	ἐν	ἐν	17220	P	.......
Revelation 12:12	9	αὐτοῖς	αὐτός	8460	R	...3DMP
Revelation 12:12	10	σκηνοῦντες.	σκηνόω	46370	V	PPA.VMP
Revelation 12:12	11	Οὐαὶ	οὐαί	37590	I	.......
Revelation 12:12	12	τοῖς	ὁ	35880	R	....DMP
Revelation 12:12	13	κατοικοῦσι	κατοικέω	27300	V	PPA.DMP
Revelation 12:12	14	τὴν	ὁ	35880	E	....AFS
Revelation 12:12	15	γῆν	γῆ	10930	N	....AFS
Revelation 12:12	16	καὶ	καί	25320	C	.......
Revelation 12:12	17	τὴν	ὁ	35880	E	....AFS
Revelation 12:12	18	θάλασσαν!	θάλασσα	22810	N	....AFS
Revelation 12:12	19	ὅτι	ὅτι	37540	C	.......
Revelation 12:12	20	κατέβη	καταβαίνω	25970	V	IAA3..S
Revelation 12:12	21	ὁ	ὁ	35880	E	....NMS
Revelation 12:12	22	διάβολος	διάβολος	12280	S	....NMS
Revelation 12:12	23	πρὸς	πρός	43140	P	.......
Revelation 12:12	24	ὑμᾶς,	σύ	47710	R	...2A.P
Revelation 12:12	25	ἔχων	ἔχω	21920	V	PPA.NMS
Revelation 12:12	26	θυμὸν	θυμός	23720	N	....AMS
Revelation 12:12	27	μέγαν,	μέγας	31730	A	....AMS
Revelation 12:12	28	εἰδὼς	εἴδω	14920	V	PEA.NMS
Revelation 12:12	29	ὅτι	ὅτι	37540	C	.......
Revelation 12:12	30	ὀλίγον	ὀλίγος	36410	A	....AMS
Revelation 12:12	31	καιρὸν	καιρός	25400	N	....AMS
Revelation 12:12	32	ἔχει.	ἔχω	21920	V	IPA3..S
Revelation 12:13	1	Καὶ	καί	25320	C	.......
Revelation 12:13	2	ὅτε	ὅτε	37530	C	.......
Revelation 12:13	3	εἶδεν	ὁράω	37080	V	IAA3..S
Revelation 12:13	4	ὁ	ὁ	35880	E	....NMS
Revelation 12:13	5	δράκων	δράκων	14040	N	....NMS
Revelation 12:13	6	ὅτι	ὅτι	37540	C	.......
Revelation 12:13	7	ἐβλήθη	βάλλω	9060	V	IAP3..S
Revelation 12:13	8	εἰς	εἰς	15190	P	.......
Revelation 12:13	9	τὴν	ὁ	35880	E	....AFS
Revelation 12:13	10	γῆν,	γῆ	10930	N	....AFS
Revelation 12:13	11	ἐδίωξεν	διώκω	13770	V	IAA3..S
Revelation 12:13	12	τὴν	ὁ	35880	E	....AFS
Revelation 12:13	13	γυναῖκα	γυνή	11350	N	....AFS
Revelation 12:13	14	ἥτις	ὅστις	37480	R	....NFS
Revelation 12:13	15	ἔτεκεν	τίκτω	50880	V	IAA3..S
Revelation 12:13	16	τὸν	ὁ	35880	E	....AMS
Revelation 12:13	17	ἄρρενα.	ἄρρην	7300	S	....AMS
Revelation 12:14	1	Καὶ	καί	25320	C	.......
Revelation 12:14	2	ἐδόθησαν	δίδωμι	13250	V	IAP3..P
Revelation 12:14	3	τῇ	ὁ	35880	E	....DFS
Revelation 12:14	4	γυναικὶ	γυνή	11350	N	....DFS
Revelation 12:14	5	δύο	δύο	14170	E	....NFP
Revelation 12:14	6	πτέρυγες	πτέρυξ	44200	N	....NFP
Revelation 12:14	7	τοῦ	ὁ	35880	E	....GMS
Revelation 12:14	8	ἀετοῦ	ἀετός	1050	N	....GMS
Revelation 12:14	9	τοῦ	ὁ	35880	E	....GMS
Revelation 12:14	10	μεγάλου,	μέγας	31730	A	....GMS
Revelation 12:14	11	ἵνα	ἵνα	24430	C	.......
Revelation 12:14	12	πέτηται	πέτομαι	40720	V	SPM3..S
Revelation 12:14	13	εἰς	εἰς	15190	P	.......
Revelation 12:14	14	τὴν	ὁ	35880	E	....AFS
Revelation 12:14	15	ἔρημον,	ἔρημος	20480	S	....AFS
Revelation 12:14	16	εἰς	εἰς	15190	P	.......
Revelation 12:14	17	τὸν	ὁ	35880	E	....AMS
Revelation 12:14	18	τόπον	τόπος	51170	N	....AMS
Revelation 12:14	19	αὐτῆς,	αὐτός	8460	R	...3GFS
Revelation 12:14	20	ὅπου	ὅπου	36990	R	.......
Revelation 12:14	21	τρέφεται	τρέφω	51420	V	IPP3..S
Revelation 12:14	22	ἐκεῖ	ἐκεῖ	15630	D	.......
Revelation 12:14	23	καιρὸν,	καιρός	25400	N	....AMS
Revelation 12:14	24	καὶ	καί	25320	C	.......
Revelation 12:14	25	καιροὺς,	καιρός	25400	N	....AMP
Revelation 12:14	26	καὶ	καί	25320	C	.......
Revelation 12:14	27	ἥμισυ	ἥμισυς	22550	S	....ANS
Revelation 12:14	28	καιροῦ,	καιρός	25400	N	....GMS
Revelation 12:14	29	ἀπὸ	ἀπό	5750	P	.......
Revelation 12:14	30	προσώπου	πρόσωπον	43830	N	....GNS
Revelation 12:14	31	τοῦ	ὁ	35880	E	....GMS
Revelation 12:14	32	ὄφεως.	ὄφις	37890	N	....GMS
Revelation 12:15	1	Καὶ	καί	25320	C	.......
Revelation 12:15	2	ἔβαλεν	βάλλω	9060	V	IAA3..S
Revelation 12:15	3	ὁ	ὁ	35880	E	....NMS
Revelation 12:15	4	ὄφις	ὄφις	37890	N	....NMS
Revelation 12:15	5	εκʼ	ἐκ	15370	P	.......
Revelation 12:15	6	τοῦ	ὁ	35880	E	....GNS
Revelation 12:15	7	στόματος	στόμα	47500	N	....GNS
Revelation 12:15	8	αὐτοῦ	αὐτός	8460	R	...3GMS
Revelation 12:15	9	ὀπίσω	ὀπίσω	36940	P	.......
Revelation 12:15	10	τῆς	ὁ	35880	E	....GFS
Revelation 12:15	11	γυναικὸς	γυνή	11350	N	....GFS
Revelation 12:15	12	ὕδωρ	ὕδωρ	52040	N	....ANS
Revelation 12:15	13	ὡς	ὡς	56130	C	.......
Revelation 12:15	14	ποταμόν,	ποταμός	42150	N	....AMS
Revelation 12:15	15	ἵνα	ἵνα	24430	C	.......
Revelation 12:15	16	αὐτὴν	αὐτός	8460	R	...3AFS
Revelation 12:15	17	ποταμοφόρητον	ποταμοφόρητος	42160	S	....AFS
Revelation 12:15	18	ποιήσῃ.	ποιέω	41600	V	SAA3..S
Revelation 12:16	1	Καὶ	καί	25320	C	.......
Revelation 12:16	2	ἐβοήθησεν	βοηθέω	9970	V	IAA3..S
Revelation 12:16	3	ἡ	ὁ	35880	E	....NFS
Revelation 12:16	4	γῆ	γῆ	10930	N	....NFS
Revelation 12:16	5	τῇ	ὁ	35880	E	....DFS
Revelation 12:16	6	γυναικί,	γυνή	11350	N	....DFS
Revelation 12:16	7	καὶ	καί	25320	C	.......
Revelation 12:16	8	ἤνοιξεν	ἀνοίγω	4550	V	IAA3..S
Revelation 12:16	9	ἡ	ὁ	35880	E	....NFS
Revelation 12:16	10	γῆ	γῆ	10930	N	....NFS
Revelation 12:16	11	τὸ	ὁ	35880	E	....ANS
Revelation 12:16	12	στόμα	στόμα	47500	N	....ANS
Revelation 12:16	13	αὐτῆς,	αὐτός	8460	R	...3GFS
Revelation 12:16	14	καὶ	καί	25320	C	.......
Revelation 12:16	15	κατέπιεν	καταπίνω	26660	V	IAA3..S
Revelation 12:16	16	τὸν	ὁ	35880	E	....AMS
Revelation 12:16	17	ποταμὸν	ποταμός	42150	N	....AMS
Revelation 12:16	18	ὃν	ὅς	37390	R	....AMS
Revelation 12:16	19	ἔβαλεν	βάλλω	9060	V	IAA3..S
Revelation 12:16	20	ὁ	ὁ	35880	E	....NMS
Revelation 12:16	21	δράκων	δράκων	14040	N	....NMS
Revelation 12:16	22	ἐκ	ἐκ	15370	P	.......
Revelation 12:16	23	τοῦ	ὁ	35880	E	....GNS
Revelation 12:16	24	στόματος	στόμα	47500	N	....GNS
Revelation 12:16	25	αὐτοῦ.	αὐτός	8460	R	...3GMS
Revelation 12:17	1	Καὶ	καί	25320	C	.......
Revelation 12:17	2	ὠργίσθη	ὀργίζω	37100	V	IAP3..S
Revelation 12:17	3	ὁ	ὁ	35880	E	....NMS
Revelation 12:17	4	δράκων	δράκων	14040	N	....NMS
Revelation 12:17	5	ἐπὶ	ἐπί	19090	P	.......
Revelation 12:17	6	τῇ	ὁ	35880	E	....DFS
Revelation 12:17	7	γυναικί,	γυνή	11350	N	....DFS
Revelation 12:17	8	καὶ	καί	25320	C	.......
Revelation 12:17	9	ἀπῆλθεν	ἀπέρχομαι	5650	V	IAA3..S
Revelation 12:17	10	ποιῆσαι	ποιέω	41600	V	NAA....
Revelation 12:17	11	πόλεμον	πόλεμος	41710	N	....AMS
Revelation 12:17	12	μετὰ	μετά	33260	P	.......
Revelation 12:17	13	τῶν	ὁ	35880	E	....GMP
Revelation 12:17	14	λοιπῶν	λοιπός	30620	S	....GMP
Revelation 12:17	15	τοῦ	ὁ	35880	E	....GNS
Revelation 12:17	16	σπέρματος	σπέρμα	46900	N	....GNS
Revelation 12:17	17	αὐτῆς,	αὐτός	8460	R	...3GFS
Revelation 12:17	18	τῶν	ὁ	35880	R	....GMP
Revelation 12:17	19	τηρούντων	τηρέω	50830	V	PPA.GMP
Revelation 12:17	20	τὰς	ὁ	35880	E	....AFP
