reference	n	word	normalized	lemma	strongs	morphology	tvm_code
Matthew 1:19	13	ἐβουλήθη	ἐβουλήθη	βούλομαι	G1014	V-AOI-3S	5675
Matthew 1:19	14	λάθρᾳ	λάθρᾳ	λάθρᾳ	G2977	ADV	
Matthew 1:19	15	ἀπολῦσαι	ἀπολῦσαι	ἀπολύω	G0630	V-AAN	5658
Matthew 1:19	16	αὐτήν.	αὐτήν	αὐτός	G0846	P-ASF	
Matthew 1:20	1	ταῦτα	ταῦτα	οὗτος	G3778	D-APN	
Matthew 1:20	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 1:20	3	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 1:20	4	ἐνθυμηθέντος	ἐνθυμηθέντος	ἐνθυμέομαι	G1760	V-AOP-GSM	5679
Matthew 1:20	5	ἰδοὺ	ἰδού	ὁράω	G3708	V-2AMM-2S	5640
Matthew 1:20	6	ἄγγελος	ἄγγελος	ἄγγελος	G0032	N-NSM	
Matthew 1:20	7	Κυρίου	Κυρίου	κύριος	G2962	N-GSM	
Matthew 1:20	8	κατ’	κατ’	κατά	G2596	PREP	
Matthew 1:20	9	ὄναρ	ὄναρ	ὄναρ	G3677	N-OI	
Matthew 1:20	10	ἐφάνη	ἐφάνη	φαίνω	G5316	V-2API-3S	5648
Matthew 1:20	11	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 1:20	12	λέγων	λέγων	λέγω	G3004	V-PAP-NSM	5723
Matthew 1:20	13	Ἰωσὴφ	Ἰωσήφ	Ἰωσήφ	G2501	N-PRI	
Matthew 1:20	14	υἱὸς	υἱός	υἱός	G5207	N-NSM	
Matthew 1:20	15	Δαυείδ,	Δαυείδ	Δαυίδ	G1138	N-PRI	
Matthew 1:20	16	μὴ	μή	μή	G3361	PRT-N	
Matthew 1:20	17	φοβηθῇς	φοβηθῇς	φοβέω	G5399	V-AOS-2S	5680
Matthew 1:20	18	παραλαβεῖν	παραλαβεῖν	παραλαμβάνω	G3880	V-2AAN	5629
Matthew 1:20	19	Μαρίαν	Μαρίαν	Μαρία	G3137	N-ASF	
Matthew 1:20	20	τὴν	τήν	ὁ	G3588	T-ASF	
Matthew 1:20	21	γυναῖκά	γυναῖκα	γυνή	G1135	N-ASF	
Matthew 1:20	22	σου,	σου	σύ	G4771	P-2GS	
Matthew 1:20	23	τὸ	τό	ὁ	G3588	T-NSN	
Matthew 1:20	24	γὰρ	γάρ	γάρ	G1063	CONJ	
Matthew 1:20	25	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 1:20	26	αὐτῇ	αὐτῇ	αὐτός	G0846	P-DSF	
Matthew 1:20	27	γεννηθὲν	γεννηθέν	γεννάω	G1080	V-APP-NSN	5685
Matthew 1:20	28	ἐκ	ἐκ	ἐκ	G1537	PREP	
Matthew 1:20	29	Πνεύματός	Πνεύματος	πνεῦμα	G4151	N-GSN	
Matthew 1:20	30	ἐστιν	ἐστιν	εἰμί	G1510	V-PAI-3S	5719
Matthew 1:20	31	Ἁγίου·	Ἁγίου	ἅγιος	G0040	A-GSN	
Matthew 1:21	1	τέξεται	τέξεται	τίκτω	G5088	V-FDI-3S	5695
Matthew 1:21	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 1:21	3	υἱὸν	υἱόν	υἱός	G5207	N-ASM	
Matthew 1:21	4	καὶ	καί	καί	G2532	CONJ	
Matthew 1:21	5	καλέσεις	καλέσεις	καλέω	G2564	V-FAI-2S	5692
Matthew 1:21	6	τὸ	τό	ὁ	G3588	T-ASN	
Matthew 1:21	7	ὄνομα	ὄνομα	ὄνομα	G3686	N-ASN	
Matthew 1:21	8	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 1:21	9	Ἰησοῦν·	Ἰησοῦν	Ἰησοῦς	G2424	N-ASM	
Matthew 1:21	10	αὐτὸς	αὐτός	αὐτός	G0846	P-NSM	
Matthew 1:21	11	γὰρ	γάρ	γάρ	G1063	CONJ	
Matthew 1:21	12	σώσει	σώσει	σῴζω	G4982	V-FAI-3S	5692
Matthew 1:21	13	τὸν	τόν	ὁ	G3588	T-ASM	
Matthew 1:21	14	λαὸν	λαόν	λαός	G2992	N-ASM	
Matthew 1:21	15	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 1:21	16	ἀπὸ	ἀπό	ἀπό	G0575	PREP	
Matthew 1:21	17	τῶν	τῶν	ὁ	G3588	T-GPF	
Matthew 1:21	18	ἁμαρτιῶν	ἁμαρτιῶν	ἁμαρτία	G0266	N-GPF	
Matthew 1:21	19	αὐτῶν.	αὐτῶν	αὐτός	G0846	P-GPM	
Matthew 1:22	1	Τοῦτο	Τοῦτο	οὗτος	G3778	D-NSN	
Matthew 1:22	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 1:22	3	ὅλον	ὅλον	ὅλος	G3650	A-NSN	
Matthew 1:22	4	γέγονεν	γέγονεν	γίνομαι	G1096	V-2RAI-3S	5754
Matthew 1:22	5	ἵνα	ἵνα	ἵνα	G2443	CONJ	
Matthew 1:22	6	πληρωθῇ	πληρωθῇ	πληρόω	G4137	V-APS-3S	5686
Matthew 1:22	7	τὸ	τό	ὁ	G3588	T-NSN	
Matthew 1:22	8	ῥηθὲν	ῥηθέν	εἶπον	G2046	V-APP-NSN	5685
Matthew 1:22	9	ὑπὸ	ὑπό	ὑπό	G5259	PREP	
Matthew 1:22	10	Κυρίου	Κυρίου	κύριος	G2962	N-GSM	
Matthew 1:22	11	διὰ	διά	διά	G1223	PREP	
Matthew 1:22	12	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 1:22	13	προφήτου	προφήτου	προφήτης	G4396	N-GSM	
Matthew 1:22	14	λέγοντος	λέγοντος	λέγω	G3004	V-PAP-GSM	5723
Matthew 1:23	1	Ἰδοὺ	Ἰδού	ὁράω	G3708	V-2AMM-2S	5640
Matthew 1:23	2	ἡ	ἡ	ὁ	G3588	T-NSF	
Matthew 1:23	3	παρθένος	παρθένος	παρθένος	G3933	N-NSF	
Matthew 1:23	4	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 1:23	5	γαστρὶ	γαστρί	γαστήρ	G1064	N-DSF	
Matthew 1:23	6	ἕξει	ἕξει	ἔχω	G2192	V-FAI-3S	5692
Matthew 1:23	7	καὶ	καί	καί	G2532	CONJ	
Matthew 1:23	8	τέξεται	τέξεται	τίκτω	G5088	V-FDI-3S	5695
Matthew 1:23	9	υἱόν,	υἱόν	υἱός	G5207	N-ASM	
Matthew 1:23	10	καὶ	καί	καί	G2532	CONJ	
Matthew 1:23	11	καλέσουσιν	καλέσουσιν	καλέω	G2564	V-FAI-3P	5692
Matthew 1:23	12	τὸ	τό	ὁ	G3588	T-ASN	
Matthew 1:23	13	ὄνομα	ὄνομα	ὄνομα	G3686	N-ASN	
Matthew 1:23	14	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 1:23	15	Ἐμμανουήλ,	Ἐμμανουήλ	Ἐμμανουήλ	G1694	N-PRI	
Matthew 1:23	16	ὅ	ὅ	ὅς	G3739	R-NSN	
Matthew 1:23	17	ἐστιν	ἐστιν	εἰμί	G1510	V-PAI-3S	5719
Matthew 1:23	18	μεθερμηνευόμενον	μεθερμηνευόμενον	μεθερμηνεύω	G3177	V-PPP-NSN	5746
Matthew 1:23	19	Μεθ’	Μεθ’	μετά	G3326	PREP	
Matthew 1:23	20	ἡμῶν	ἡμῶν	ἐγώ	G1473	P-1GP	
Matthew 1:23	21	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 1:23	22	Θεός.	Θεός	θεός	G2316	N-NSM	
Matthew 1:24	1	ἐγερθεὶς	ἐγερθείς	ἐγείρω	G1453	V-APP-NSM	5685
Matthew 1:24	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 1:24	3	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 1:24	4	Ἰωσὴφ	Ἰωσήφ	Ἰωσήφ	G2501	N-PRI	
Matthew 1:24	5	ἀπὸ	ἀπό	ἀπό	G0575	PREP	
Matthew 1:24	6	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 1:24	7	ὕπνου	ὕπνου	ὕπνος	G5258	N-GSM	
Matthew 1:24	8	ἐποίησεν	ἐποίησεν	ποιέω	G4160	V-AAI-3S	5656
Matthew 1:24	9	ὡς	ὡς	ὡς	G5613	ADV	
Matthew 1:24	10	προσέταξεν	προσέταξεν	προστάσσω	G4367	V-AAI-3S	5656
Matthew 1:24	11	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 1:24	12	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 1:24	13	ἄγγελος	ἄγγελος	ἄγγελος	G0032	N-NSM	
Matthew 1:24	14	Κυρίου,	Κυρίου	κύριος	G2962	N-GSM	
Matthew 1:24	15	καὶ	καί	καί	G2532	CONJ	
Matthew 1:24	16	παρέλαβεν	παρέλαβεν	παραλαμβάνω	G3880	V-2AAI-3S	5627
Matthew 1:24	17	τὴν	τήν	ὁ	G3588	T-ASF	
Matthew 1:24	18	γυναῖκα	γυναῖκα	γυνή	G1135	N-ASF	
Matthew 1:24	19	αὐτοῦ·	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 1:25	1	καὶ	καί	καί	G2532	CONJ	
Matthew 1:25	2	οὐκ	οὐκ	οὐ	G3756	PRT-N	
Matthew 1:25	3	ἐγίνωσκεν	ἐγίνωσκεν	γινώσκω	G1097	V-IAI-3S	5707
Matthew 1:25	4	αὐτὴν	αὐτήν	αὐτός	G0846	P-ASF	
Matthew 1:25	5	ἕως	ἕως	ἕως	G2193	ADV	
Matthew 1:25	6	οὗ	οὗ	ὅς	G3739	R-GSM	
Matthew 1:25	7	ἔτεκεν	ἔτεκεν	τίκτω	G5088	V-2AAI-3S	5627
Matthew 1:25	8	υἱόν·	υἱόν	υἱός	G5207	N-ASM	
Matthew 1:25	9	καὶ	καί	καί	G2532	CONJ	
Matthew 1:25	10	ἐκάλεσεν	ἐκάλεσεν	καλέω	G2564	V-AAI-3S	5656
Matthew 1:25	11	τὸ	τό	ὁ	G3588	T-ASN	
Matthew 1:25	12	ὄνομα	ὄνομα	ὄνομα	G3686	N-ASN	
Matthew 1:25	13	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 1:25	14	Ἰησοῦν.	Ἰησοῦν	Ἰησοῦς	G2424	N-ASM	
Matthew 2:1	1	Τοῦ	Τοῦ	ὁ	G3588	T-GSM	
Matthew 2:1	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 2:1	3	Ἰησοῦ	Ἰησοῦ	Ἰησοῦς	G2424	N-GSM	
Matthew 2:1	4	γεννηθέντος	γεννηθέντος	γεννάω	G1080	V-APP-GSM	5685
Matthew 2:1	5	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 2:1	6	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	G0965	N-PRI	
Matthew 2:1	7	τῆς	τῆς	ὁ	G3588	T-GSF	
Matthew 2:1	8	Ἰουδαίας	Ἰουδαίας	Ἰουδαία	G2449	N-GSF	
Matthew 2:1	9	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 2:1	10	ἡμέραις	ἡμέραις	ἡμέρα	G2250	N-DPF	
Matthew 2:1	11	Ἡρῴδου	Ἡρῴδου	Ἡρῴδης	G2264	N-GSM	
Matthew 2:1	12	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 2:1	13	βασιλέως,	βασιλέως	βασιλεύς	G0935	N-GSM	
Matthew 2:1	14	ἰδοὺ	ἰδού	ὁράω	G3708	V-2AMM-2S	5640
Matthew 2:1	15	μάγοι	μάγοι	μάγος	G3097	N-NPM	
Matthew 2:1	16	ἀπὸ	ἀπό	ἀπό	G0575	PREP	
Matthew 2:1	17	ἀνατολῶν	ἀνατολῶν	ἀνατολή	G0395	N-GPF	
Matthew 2:1	18	παρεγένοντο	παρεγένοντο	παραγίνομαι	G3854	V-2ADI-3P	5633
Matthew 2:1	19	εἰς	εἰς	εἰς	G1519	PREP	
Matthew 2:1	20	Ἱεροσόλυμα	Ἱεροσόλυμα	Ἱεροσόλυμα	G2414	N-APN	
Matthew 2:2	1	λέγοντες	λέγοντες	λέγω	G3004	V-PAP-NPM	5723
Matthew 2:2	2	Ποῦ	Ποῦ	ποῦ	G4226	ADV-I	
Matthew 2:2	3	ἐστιν	ἐστιν	εἰμί	G1510	V-PAI-3S	
Matthew 2:2	4	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 2:2	5	τεχθεὶς	τεχθείς	τίκτω	G5088	V-APP-NSM	5685
Matthew 2:2	6	βασιλεὺς	βασιλεύς	βασιλεύς	G0935	N-NSM	
Matthew 2:2	7	τῶν	τῶν	ὁ	G3588	T-GPM	
Matthew 2:2	8	Ἰουδαίων;	Ἰουδαίων	Ἰουδαῖος	G2453	A-GPM	
Matthew 2:2	9	εἴδομεν	εἴδομεν	ὁράω	G3708	V-2AAI-1P	5627
Matthew 2:2	10	γὰρ	γάρ	γάρ	G1063	CONJ	
Matthew 2:2	11	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 2:2	12	τὸν	τόν	ὁ	G3588	T-ASM	
Matthew 2:2	13	ἀστέρα	ἀστέρα	ἀστήρ	G0792	N-ASM	
Matthew 2:2	14	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 2:2	15	τῇ	τῇ	ὁ	G3588	T-DSF	
Matthew 2:2	16	ἀνατολῇ	ἀνατολῇ	ἀνατολή	G0395	N-DSF	
Matthew 2:2	17	καὶ	καί	καί	G2532	CONJ	
Matthew 2:2	18	ἤλθομεν	ἤλθομεν	ἔρχομαι	G2064	V-2AAI-1P	5627
Matthew 2:2	19	προσκυνῆσαι	προσκυνῆσαι	προσκυνέω	G4352	V-AAN	5658
Matthew 2:2	20	αὐτῷ.	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 2:3	1	ἀκούσας	ἀκούσας	ἀκούω	G0191	V-AAP-NSM	5660
Matthew 2:3	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 2:3	3	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 2:3	4	βασιλεὺς	βασιλεύς	βασιλεύς	G0935	N-NSM	
Matthew 2:3	5	Ἡρῴδης	Ἡρῴδης	Ἡρῴδης	G2264	N-NSM	
Matthew 2:3	6	ἐταράχθη,	ἐταράχθη	ταράσσω	G5015	V-API-3S	5681
Matthew 2:3	7	καὶ	καί	καί	G2532	CONJ	
Matthew 2:3	8	πᾶσα	πᾶσα	πᾶς	G3956	A-NSF	
Matthew 2:3	9	Ἱεροσόλυμα	Ἱεροσόλυμα	Ἱεροσόλυμα	G2414	N-NSF	
Matthew 2:3	10	μετ’	μετ’	μετά	G3326	PREP	
Matthew 2:3	11	αὐτοῦ,	αὐτοῦ	αὐτός	G0846	P-GSM	
Matthew 2:4	1	καὶ	καί	καί	G2532	CONJ	
Matthew 2:4	2	συναγαγὼν	συναγαγών	συνάγω	G4863	V-2AAP-NSM	5631
Matthew 2:4	3	πάντας	πάντας	πᾶς	G3956	A-APM	
Matthew 2:4	4	τοὺς	τούς	ὁ	G3588	T-APM	
Matthew 2:4	5	ἀρχιερεῖς	ἀρχιερεῖς	ἀρχιερεύς	G0749	N-APM	
Matthew 2:4	6	καὶ	καί	καί	G2532	CONJ	
Matthew 2:4	7	γραμματεῖς	γραμματεῖς	γραμματεύς	G1122	N-APM	
Matthew 2:4	8	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 2:4	9	λαοῦ	λαοῦ	λαός	G2992	N-GSM	
Matthew 2:4	10	ἐπυνθάνετο	ἐπυνθάνετο	πυνθάνομαι	G4441	V-INI-3S	5711
Matthew 2:4	11	παρ’	παρ’	παρά	G3844	PREP	
Matthew 2:4	12	αὐτῶν	αὐτῶν	αὐτός	G0846	P-GPM	
Matthew 2:4	13	ποῦ	ποῦ	ποῦ	G4226	ADV-I	
Matthew 2:4	14	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 2:4	15	Χριστὸς	Χριστός	Χριστός	G5547	N-NSM	
Matthew 2:4	16	γεννᾶται.	γεννᾶται	γεννάω	G1080	V-PPI-3S	5743
Matthew 2:5	1	οἱ	οἱ	ὁ	G3588	T-NPM	
Matthew 2:5	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 2:5	3	εἶπαν	εἶπαν	λέγω	G3004	V-2AAI-3P	5627
Matthew 2:5	4	αὐτῷ·	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 2:5	5	Ἐν	Ἐν	ἐν	G1722	PREP	
Matthew 2:5	6	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	G0965	N-PRI	
Matthew 2:5	7	τῆς	τῆς	ὁ	G3588	T-GSF	
Matthew 2:5	8	Ἰουδαίας·	Ἰουδαίας	Ἰουδαία	G2449	N-GSF	
Matthew 2:5	9	οὕτως	οὕτως	οὕτω	G3779	ADV	
Matthew 2:5	10	γὰρ	γάρ	γάρ	G1063	CONJ	
Matthew 2:5	11	γέγραπται	γέγραπται	γράφω	G1125	V-RPI-3S	5769
Matthew 2:5	12	διὰ	διά	διά	G1223	PREP	
Matthew 2:5	13	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 2:5	14	προφήτου·	προφήτου	προφήτης	G4396	N-GSM	
Matthew 2:6	1	Καὶ	Καί	καί	G2532	CONJ	
Matthew 2:6	2	σύ,	σύ	σύ	G4771	P-2NS	
Matthew 2:6	3	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	G0965	N-PRI	
Matthew 2:6	4	γῆ	γῆ	γῆ	G1093	N-VSF	
Matthew 2:6	5	Ἰούδα,	Ἰούδα	Ἰούδας	G2448	N-GSM	
Matthew 2:6	6	οὐδαμῶς	οὐδαμῶς	οὐδαμῶς	G3760	ADV-N	
Matthew 2:6	7	ἐλαχίστη	ἐλαχίστη	ἐλάχιστος	G1646	A-NSF-S	
Matthew 2:6	8	εἶ	εἶ	εἰμί	G1510	V-PAI-2S	5719
Matthew 2:6	9	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 2:6	10	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Matthew 2:6	11	ἡγεμόσιν	ἡγεμόσιν	ἡγεμών	G2232	N-DPM	
Matthew 2:6	12	Ἰούδα·	Ἰούδα	Ἰούδας	G2448	N-GSM	
Matthew 2:6	13	ἐκ	ἐκ	ἐκ	G1537	PREP	
Matthew 2:6	14	σοῦ	σοῦ	σύ	G4771	P-2GS	
Matthew 2:6	15	γὰρ	γάρ	γάρ	G1063	CONJ	
Matthew 2:6	16	ἐξελεύσεται	ἐξελεύσεται	ἐξέρχομαι	G1831	V-FDI-3S	5695
Matthew 2:6	17	ἡγούμενος,	ἡγούμενος	ἡγέομαι	G2233	V-PNP-NSM	5740
Matthew 2:6	18	ὅστις	ὅστις	ὅστις	G3748	R-NSM	
Matthew 2:6	19	ποιμανεῖ	ποιμανεῖ	ποιμαίνω	G4165	V-FAI-3S	5692
Matthew 2:6	20	τὸν	τόν	ὁ	G3588	T-ASM	
Matthew 2:6	21	λαόν	λαόν	λαός	G2992	N-ASM	
Matthew 2:6	22	μου	μου	ἐγώ	G1473	P-1GS	
Matthew 2:6	23	τὸν	τόν	ὁ	G3588	T-ASM	
Matthew 2:6	24	Ἰσραήλ.	Ἰσραήλ	Ἰσραήλ	G2474	N-PRI	
Matthew 2:7	1	Τότε	Τότε	τότε	G5119	ADV	
Matthew 2:7	2	Ἡρῴδης	Ἡρῴδης	Ἡρῴδης	G2264	N-NSM	
Matthew 2:7	3	λάθρᾳ	λάθρᾳ	λάθρᾳ	G2977	ADV	
Matthew 2:7	4	καλέσας	καλέσας	καλέω	G2564	V-AAP-NSM	5660
Matthew 2:7	5	τοὺς	τούς	ὁ	G3588	T-APM	
Matthew 2:7	6	μάγους	μάγους	μάγος	G3097	N-APM	
Matthew 2:7	7	ἠκρίβωσεν	ἠκρίβωσεν	ἀκριβόω	G0198	V-AAI-3S	5656
Matthew 2:7	8	παρ’	παρ’	παρά	G3844	PREP	
Matthew 2:7	9	αὐτῶν	αὐτῶν	αὐτός	G0846	P-GPM	
Matthew 2:7	10	τὸν	τόν	ὁ	G3588	T-ASM	
Matthew 2:7	11	χρόνον	χρόνον	χρόνος	G5550	N-ASM	
Matthew 2:7	12	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 2:7	13	φαινομένου	φαινομένου	φαίνω	G5316	V-PEP-GSM	5730
Matthew 2:7	14	ἀστέρος,	ἀστέρος	ἀστήρ	G0792	N-GSM	
Matthew 2:8	1	καὶ	καί	καί	G2532	CONJ	
Matthew 2:8	2	πέμψας	πέμψας	πέμπω	G3992	V-AAP-NSM	5660
Matthew 2:8	3	αὐτοὺς	αὐτούς	αὐτός	G0846	P-APM	
Matthew 2:8	4	εἰς	εἰς	εἰς	G1519	PREP	
Matthew 2:8	5	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	G0965	N-PRI	
Matthew 2:8	6	εἶπεν·	εἶπεν	λέγω	G3004	V-2AAI-3S	5627
Matthew 2:8	7	Πορευθέντες	Πορευθέντες	πορεύομαι	G4198	V-AOP-NPM	5679
Matthew 2:8	8	ἐξετάσατε	ἐξετάσατε	ἐξετάζω	G1833	V-AAM-2P	5657
Matthew 2:8	9	ἀκριβῶς	ἀκριβῶς	ἀκριβῶς	G0199	ADV	
Matthew 2:8	10	περὶ	περί	περί	G4012	PREP	
Matthew 2:8	11	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Matthew 2:8	12	παιδίου·	παιδίου	παιδίον	G3813	N-GSN	
Matthew 2:8	13	ἐπὰν	ἐπάν	ἐπάν	G1875	CONJ	
Matthew 2:8	14	δὲ	δέ	δέ	G1161	CONJ	
Matthew 2:8	15	εὕρητε,	εὕρητε	εὑρίσκω	G2147	V-2AAS-2P	5632
Matthew 2:8	16	ἀπαγγείλατέ	ἀπαγγείλατε	ἀπαγγέλλω	G0518	V-AAM-2P	5657
Matthew 2:8	17	μοι,	μοι	ἐγώ	G1473	P-1DS	
Matthew 2:8	18	ὅπως	ὅπως	ὅπως	G3704	ADV	
Matthew 2:8	19	κἀγὼ	κἀγώ	κἀγώ	G2504	P-1NS-K	
Matthew 2:8	20	ἐλθὼν	ἐλθών	ἔρχομαι	G2064	V-2AAP-NSM	5631
Matthew 2:8	21	προσκυνήσω	προσκυνήσω	προσκυνέω	G4352	V-AAS-1S	5661
Matthew 2:8	22	αὐτῷ.	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 2:9	1	οἱ	οἱ	ὁ	G3588	T-NPM	
Matthew 2:9	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 2:9	3	ἀκούσαντες	ἀκούσαντες	ἀκούω	G0191	V-AAP-NPM	5660
Matthew 2:9	4	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Matthew 2:9	5	βασιλέως	βασιλέως	βασιλεύς	G0935	N-GSM	
Matthew 2:9	6	ἐπορεύθησαν·	ἐπορεύθησαν	πορεύομαι	G4198	V-AOI-3P	5675
Matthew 2:9	7	καὶ	καί	καί	G2532	CONJ	
Matthew 2:9	8	ἰδοὺ	ἰδού	ὁράω	G3708	V-2AMM-2S	5640
Matthew 2:9	9	ὁ	ὁ	ὁ	G3588	T-NSM	
Matthew 2:9	10	ἀστὴρ,	ἀστήρ	ἀστήρ	G0792	N-NSM	
Matthew 2:9	11	ὃν	ὅν	ὅς	G3739	R-ASM	
Matthew 2:9	12	εἶδον	εἶδον	ὁράω	G3708	V-2AAI-3P	5627
Matthew 2:9	13	ἐν	ἐν	ἐν	G1722	PREP	
Matthew 2:9	14	τῇ	τῇ	ὁ	G3588	T-DSF	
Matthew 2:9	15	ἀνατολῇ,	ἀνατολῇ	ἀνατολή	G0395	N-DSF	
Matthew 2:9	16	προῆγεν	προῆγεν	προάγω	G4254	V-IAI-3S	5707
Matthew 2:9	17	αὐτούς	αὐτούς	αὐτός	G0846	P-APM	
Matthew 2:9	18	ἕως	ἕως	ἕως	G2193	ADV	
Matthew 2:9	19	ἐλθὼν	ἐλθών	ἔρχομαι	G2064	V-2AAP-NSM	5631
Matthew 2:9	20	ἐστάθη	ἐστάθη	ἵστημι	G2476	V-API-3S	5681
Matthew 2:9	21	ἐπάνω	ἐπάνω	ἐπάνω	G1883	ADV	
Matthew 2:9	22	οὗ	οὗ	οὗ	G3757	ADV	
Matthew 2:9	23	ἦν	ἦν	εἰμί	G1510	V-IAI-3S	5707
Matthew 2:9	24	τὸ	τό	ὁ	G3588	T-NSN	
Matthew 2:9	25	παιδίον.	παιδίον	παιδίον	G3813	N-NSN	
Matthew 2:10	1	ἰδόντες	ἰδόντες	ὁράω	G3708	V-2AAP-NPM	5631
Matthew 2:10	2	δὲ	δέ	δέ	G1161	CONJ	
Matthew 2:10	3	τὸν	τόν	ὁ	G3588	T-ASM	
Matthew 2:10	4	ἀστέρα	ἀστέρα	ἀστήρ	G0792	N-ASM	
Matthew 2:10	5	ἐχάρησαν	ἐχάρησαν	χαίρω	G5463	V-2AOI-3P	5644
Matthew 2:10	6	χαρὰν	χαράν	χαρά	G5479	N-ASF	
Matthew 2:10	7	μεγάλην	μεγάλην	μέγας	G3173	A-ASF	
Matthew 2:10	8	σφόδρα.	σφόδρα	σφόδρα	G4970	ADV	
Matthew 2:11	1	καὶ	καί	καί	G2532	CONJ	
Matthew 2:11	2	ἐλθόντες	ἐλθόντες	ἔρχομαι	G2064	V-2AAP-NPM	5631
Matthew 2:11	3	εἰς	εἰς	εἰς	G1519	PREP	
Matthew 2:11	4	τὴν	τήν	ὁ	G3588	T-ASF	
Matthew 2:11	5	οἰκίαν	οἰκίαν	οἰκία	G3614	N-ASF	
Matthew 2:11	6	εἶδον	εἶδον	ὁράω	G3708	V-2AAI-3P	5627
Matthew 2:11	7	τὸ	τό	ὁ	G3588	T-ASN	
Matthew 2:11	8	παιδίον	παιδίον	παιδίον	G3813	N-ASN	
Matthew 2:11	9	μετὰ	μετά	μετά	G3326	PREP	
Matthew 2:11	10	Μαρίας	Μαρίας	Μαρία	G3137	N-GSF	
Matthew 2:11	11	τῆς	τῆς	ὁ	G3588	T-GSF	
Matthew 2:11	12	μητρὸς	μητρός	μήτηρ	G3384	N-GSF	
Matthew 2:11	13	αὐτοῦ,	αὐτοῦ	αὐτός	G0846	P-GSN	
Matthew 2:11	14	καὶ	καί	καί	G2532	CONJ	
Matthew 2:11	15	πεσόντες	πεσόντες	πίπτω	G4098	V-2AAP-NPM	5631
Matthew 2:11	16	προσεκύνησαν	προσεκύνησαν	προσκυνέω	G4352	V-AAI-3P	5656
Matthew 2:11	17	αὐτῷ,	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 2:11	18	καὶ	καί	καί	G2532	CONJ	
Matthew 2:11	19	ἀνοίξαντες	ἀνοίξαντες	ἀνοίγω	G0455	V-AAP-NPM	5660
Matthew 2:11	20	τοὺς	τούς	ὁ	G3588	T-APM	
Matthew 2:11	21	θησαυροὺς	θησαυρούς	θησαυρός	G2344	N-APM	
Matthew 2:11	22	αὐτῶν	αὐτῶν	αὐτός	G0846	P-GPM	
Matthew 2:11	23	προσήνεγκαν	προσήνεγκαν	προσφέρω	G4374	V-AAI-3P	5656
Matthew 2:11	24	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Matthew 2:11	25	δῶρα,	δῶρα	δῶρον	G1435	N-APN	
Matthew 2:11	26	χρυσὸν	χρυσόν	χρυσός	G5557	N-ASM	
Matthew 2:11	27	καὶ	καί	καί	G2532	CONJ	
