reference	n	word	normalized	lemma	strongs	morphology	tvm_code
Acts 26:28	12	ποιῆσαι.	ποιῆσαι	ποιέω	G4160	V-AAN	5658
Acts 26:29	1	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 26:29	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 26:29	3	Παῦλος	Παῦλος	Παῦλος	G3972	N-NSM	
Acts 26:29	4	Εὐξαίμην	Εὐξαίμην	εὔχομαι	G2172	V-ADO-1S	5665
Acts 26:29	5	ἂν	ἄν	ἄν	G0302	PRT	
Acts 26:29	6	τῷ	τῷ	ὁ	G3588	T-DSM	
Acts 26:29	7	Θεῷ	Θεῷ	θεός	G2316	N-DSM	
Acts 26:29	8	καὶ	καί	καί	G2532	CONJ	
Acts 26:29	9	ἐν	ἐν	ἐν	G1722	PREP	
Acts 26:29	10	ὀλίγῳ	ὀλίγῳ	ὀλίγος	G3641	A-DSN	
Acts 26:29	11	καὶ	καί	καί	G2532	CONJ	
Acts 26:29	12	ἐν	ἐν	ἐν	G1722	PREP	
Acts 26:29	13	μεγάλῳ	μεγάλῳ	μέγας	G3173	A-DSN	
Acts 26:29	14	οὐ	οὐ	οὐ	G3756	PRT-N	
Acts 26:29	15	μόνον	μόνον	μόνος	G3440	ADV	
Acts 26:29	16	σὲ	σέ	σύ	G4771	P-2AS	
Acts 26:29	17	ἀλλὰ	ἀλλά	ἀλλά	G0235	CONJ	
Acts 26:29	18	καὶ	καί	καί	G2532	CONJ	
Acts 26:29	19	πάντας	πάντας	πᾶς	G3956	A-APM	
Acts 26:29	20	τοὺς	τούς	ὁ	G3588	T-APM	
Acts 26:29	21	ἀκούοντάς	ἀκούοντας	ἀκούω	G0191	V-PAP-APM	5723
Acts 26:29	22	μου	μου	ἐγώ	G1473	P-1GS	
Acts 26:29	23	σήμερον	σήμερον	σήμερον	G4594	ADV	
Acts 26:29	24	γενέσθαι	γενέσθαι	γίνομαι	G1096	V-2ADN	5635
Acts 26:29	25	τοιούτους	τοιούτους	τοιοῦτος	G5108	D-APM	
Acts 26:29	26	ὁποῖος	ὁποῖος	ὁποῖος	G3697	A-NSM	
Acts 26:29	27	καὶ	καί	καί	G2532	CONJ	
Acts 26:29	28	ἐγώ	ἐγώ	ἐγώ	G1473	P-1NS	
Acts 26:29	29	εἰμι,	εἰμι	εἰμί	G1510	V-PAI-1S	5719
Acts 26:29	30	παρεκτὸς	παρεκτός	παρεκτός	G3924	ADV	
Acts 26:29	31	τῶν	τῶν	ὁ	G3588	T-GPN	
Acts 26:29	32	δεσμῶν	δεσμῶν	δεσμός	G1199	N-GPN	
Acts 26:29	33	τούτων.	τούτων	οὗτος	G3778	D-GPN	
Acts 26:30	1	Ἀνέστη	Ἀνέστη	ἀνίστημι	G0450	V-2AAI-3S	5627
Acts 26:30	2	τε	τε	τέ	G5037	PRT	
Acts 26:30	3	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 26:30	4	βασιλεὺς	βασιλεύς	βασιλεύς	G0935	N-NSM	
Acts 26:30	5	καὶ	καί	καί	G2532	CONJ	
Acts 26:30	6	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 26:30	7	ἡγεμὼν	ἡγεμών	ἡγεμών	G2232	N-NSM	
Acts 26:30	8	ἥ	ἥ	ὁ	G3588	T-NSF	
Acts 26:30	9	τε	τε	τέ	G5037	PRT	
Acts 26:30	10	Βερνίκη	Βερνίκη	Βερνίκη	G0959	N-NSF	
Acts 26:30	11	καὶ	καί	καί	G2532	CONJ	
Acts 26:30	12	οἱ	οἱ	ὁ	G3588	T-NPM	
Acts 26:30	13	συνκαθήμενοι	συνκαθήμενοι	συγκάθημαι	G4775	V-PNP-NPM	5740
Acts 26:30	14	αὐτοῖς,	αὐτοῖς	αὐτός	G0846	P-DPM	
Acts 26:31	1	καὶ	καί	καί	G2532	CONJ	
Acts 26:31	2	ἀναχωρήσαντες	ἀναχωρήσαντες	ἀναχωρέω	G0402	V-AAP-NPM	5660
Acts 26:31	3	ἐλάλουν	ἐλάλουν	λαλέω	G2980	V-IAI-3P	5707
Acts 26:31	4	πρὸς	πρός	πρός	G4314	PREP	
Acts 26:31	5	ἀλλήλους	ἀλλήλους	ἀλλήλων	G0240	C-APM	
Acts 26:31	6	λέγοντες	λέγοντες	λέγω	G3004	V-PAP-NPM	5723
Acts 26:31	7	ὅτι	ὅτι	ὅτι	G3754	CONJ	
Acts 26:31	8	Οὐδὲν	Οὐδέν	οὐδείς	G3762	A-ASN-N	
Acts 26:31	9	θανάτου	θανάτου	θάνατος	G2288	N-GSM	
Acts 26:31	10	ἢ	ἤ	ἤ	G2228	PRT	
Acts 26:31	11	δεσμῶν	δεσμῶν	δεσμός	G1199	N-GPN	
Acts 26:31	12	ἄξιον	ἄξιον	ἄξιος	G0514	A-ASN	
Acts 26:31	13	πράσσει	πράσσει	πράσσω	G4238	V-PAI-3S	5719
Acts 26:31	14	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 26:31	15	ἄνθρωπος	ἄνθρωπος	ἄνθρωπος	G0444	N-NSM	
Acts 26:31	16	οὗτος.	οὗτος	οὗτος	G3778	D-NSM	
Acts 26:32	1	Ἀγρίππας	Ἀγρίππας	Ἀγρίππας	G0067	N-NSM	
Acts 26:32	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 26:32	3	τῷ	τῷ	ὁ	G3588	T-DSM	
Acts 26:32	4	Φήστῳ	Φήστῳ	Φῆστος	G5347	N-DSM	
Acts 26:32	5	ἔφη	ἔφη	φημί	G5346	V-IAI-3S	5707
Acts 26:32	6	Ἀπολελύσθαι	Ἀπολελύσθαι	ἀπολύω	G0630	V-RPN	5771
Acts 26:32	7	ἐδύνατο	ἐδύνατο	δύναμαι	G1410	V-INI-3S	5711
Acts 26:32	8	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 26:32	9	ἄνθρωπος	ἄνθρωπος	ἄνθρωπος	G0444	N-NSM	
Acts 26:32	10	οὗτος	οὗτος	οὗτος	G3778	D-NSM	
Acts 26:32	11	εἰ	εἰ	εἰ	G1487	COND	
Acts 26:32	12	μὴ	μή	μή	G3361	PRT-N	
Acts 26:32	13	ἐπεκέκλητο	ἐπεκέκλητο	ἐπικαλέω	G1941	V-LDI-3S	5716
Acts 26:32	14	Καίσαρα.	Καίσαρα	Καῖσαρ	G2541	N-ASM	
Acts 27:1	1	Ὡς	Ὡς	ὡς	G5613	ADV	
Acts 27:1	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:1	3	ἐκρίθη	ἐκρίθη	κρίνω	G2919	V-API-3S	5681
Acts 27:1	4	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Acts 27:1	5	ἀποπλεῖν	ἀποπλεῖν	ἀποπλέω	G0636	V-PAN	5721
Acts 27:1	6	ἡμᾶς	ἡμᾶς	ἐγώ	G1473	P-1AP	
Acts 27:1	7	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:1	8	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:1	9	Ἰταλίαν,	Ἰταλίαν	Ἰταλία	G2482	N-ASF	
Acts 27:1	10	παρεδίδουν	παρεδίδουν	παραδίδωμι	G3860	V-IAI-3P	5707
Acts 27:1	11	τόν	τόν	ὁ	G3588	T-ASM	
Acts 27:1	12	τε	τε	τέ	G5037	PRT	
Acts 27:1	13	Παῦλον	Παῦλον	Παῦλος	G3972	N-ASM	
Acts 27:1	14	καί	καί	καί	G2532	CONJ	
Acts 27:1	15	τινας	τινας	τὶς	G5100	X-APM	
Acts 27:1	16	ἑτέρους	ἑτέρους	ἕτερος	G2087	A-APM	
Acts 27:1	17	δεσμώτας	δεσμώτας	δεσμώτης	G1202	N-APM	
Acts 27:1	18	ἑκατοντάρχῃ	ἑκατοντάρχῃ	ἑκατοντάρχης	G1543	N-DSM	
Acts 27:1	19	ὀνόματι	ὀνόματι	ὄνομα	G3686	N-DSN	
Acts 27:1	20	Ἰουλίῳ	Ἰουλίῳ	Ἰούλιος	G2457	N-DSM	
Acts 27:1	21	σπείρης	σπείρης	σπεῖρα	G4686	N-GSF	
Acts 27:1	22	Σεβαστῆς.	Σεβαστῆς	σεβαστός	G4575	A-GSF	
Acts 27:2	1	ἐπιβάντες	ἐπιβάντες	ἐπιβαίνω	G1910	V-2AAP-NPM	5631
Acts 27:2	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:2	3	πλοίῳ	πλοίῳ	πλοῖον	G4143	N-DSN	
Acts 27:2	4	Ἀδραμυττηνῷ	Ἀδραμυττηνῷ	Ἀδραμυττηνός	G0098	A-DSN	
Acts 27:2	5	μέλλοντι	μέλλοντι	μέλλω	G3195	V-PAP-DSN	5723
Acts 27:2	6	πλεῖν	πλεῖν	πλέω	G4126	V-PAN	5721
Acts 27:2	7	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:2	8	τοὺς	τούς	ὁ	G3588	T-APM	
Acts 27:2	9	κατὰ	κατά	κατά	G2596	PREP	
Acts 27:2	10	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:2	11	Ἀσίαν	Ἀσίαν	Ἀσία	G0773	N-ASF	
Acts 27:2	12	τόπους	τόπους	τόπος	G5117	N-APM	
Acts 27:2	13	ἀνήχθημεν,	ἀνήχθημεν	ἀνάγω	G0321	V-API-1P	5681
Acts 27:2	14	ὄντος	ὄντος	εἰμί	G1510	V-PAP-GSM	5723
Acts 27:2	15	σὺν	σύν	σύν	G4862	PREP	
Acts 27:2	16	ἡμῖν	ἡμῖν	ἐγώ	G1473	P-1DP	
Acts 27:2	17	Ἀριστάρχου	Ἀριστάρχου	Ἀρίσταρχος	G0708	N-GSM	
Acts 27:2	18	Μακεδόνος	Μακεδόνος	Μακεδών	G3110	N-GSM	
Acts 27:2	19	Θεσσαλονικέως·	Θεσσαλονικέως	Θεσσαλονικεύς	G2331	N-GSM	
Acts 27:3	1	τῇ	τῇ	ὁ	G3588	T-DSF	
Acts 27:3	2	τε	τε	τέ	G5037	PRT	
Acts 27:3	3	ἑτέρᾳ	ἑτέρᾳ	ἕτερος	G2087	A-DSF	
Acts 27:3	4	κατήχθημεν	κατήχθημεν	κατάγω	G2609	V-2API-1P	5648
Acts 27:3	5	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:3	6	Σιδῶνα,	Σιδῶνα	Σιδών	G4605	N-ASF	
Acts 27:3	7	φιλανθρώπως	φιλανθρώπως	φιλανθρώπως	G5364	ADV	
Acts 27:3	8	τε	τε	τέ	G5037	PRT	
Acts 27:3	9	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 27:3	10	Ἰούλιος	Ἰούλιος	Ἰούλιος	G2457	N-NSM	
Acts 27:3	11	τῷ	τῷ	ὁ	G3588	T-DSM	
Acts 27:3	12	Παύλῳ	Παύλῳ	Παῦλος	G3972	N-DSM	
Acts 27:3	13	χρησάμενος	χρησάμενος	χράομαι	G5530	V-ADP-NSM	5666
Acts 27:3	14	ἐπέτρεψεν	ἐπέτρεψεν	ἐπιτρέπω	G2010	V-AAI-3S	5656
Acts 27:3	15	πρὸς	πρός	πρός	G4314	PREP	
Acts 27:3	16	τοὺς	τούς	ὁ	G3588	T-APM	
Acts 27:3	17	φίλους	φίλους	φίλος	G5384	A-APM	
Acts 27:3	18	πορευθέντι	πορευθέντι	πορεύομαι	G4198	V-AOP-DSM	5679
Acts 27:3	19	ἐπιμελείας	ἐπιμελείας	ἐπιμέλεια	G1958	N-GSF	
Acts 27:3	20	τυχεῖν.	τυχεῖν	τυγχάνω	G5177	V-2AAN	5629
Acts 27:4	1	κἀκεῖθεν	κἀκεῖθεν	κἀκεῖθεν	G2547	ADV-K	
Acts 27:4	2	ἀναχθέντες	ἀναχθέντες	ἀνάγω	G0321	V-APP-NPM	5685
Acts 27:4	3	ὑπεπλεύσαμεν	ὑπεπλεύσαμεν	ὑποπλέω	G5284	V-AAI-1P	5656
Acts 27:4	4	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:4	5	Κύπρον	Κύπρον	Κύπρος	G2954	N-ASF	
Acts 27:4	6	διὰ	διά	διά	G1223	PREP	
Acts 27:4	7	τὸ	τό	ὁ	G3588	T-ASN	
Acts 27:4	8	τοὺς	τούς	ὁ	G3588	T-APM	
Acts 27:4	9	ἀνέμους	ἀνέμους	ἄνεμος	G0417	N-APM	
Acts 27:4	10	εἶναι	εἶναι	εἰμί	G1510	V-PAN	5721
Acts 27:4	11	ἐναντίους,	ἐναντίους	ἐναντίος	G1727	A-APM	
Acts 27:5	1	τό	τό	ὁ	G3588	T-ASN	
Acts 27:5	2	τε	τε	τέ	G5037	PRT	
Acts 27:5	3	πέλαγος	πέλαγος	πέλαγος	G3989	N-ASN	
Acts 27:5	4	τὸ	τό	ὁ	G3588	T-ASN	
Acts 27:5	5	κατὰ	κατά	κατά	G2596	PREP	
Acts 27:5	6	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:5	7	Κιλικίαν	Κιλικίαν	Κιλικία	G2791	N-ASF	
Acts 27:5	8	καὶ	καί	καί	G2532	CONJ	
Acts 27:5	9	Παμφυλίαν	Παμφυλίαν	Παμφυλία	G3828	N-ASF	
Acts 27:5	10	διαπλεύσαντες	διαπλεύσαντες	διαπλέω	G1277	V-AAP-NPM	5660
Acts 27:5	11	κατήλθαμεν	κατήλθαμεν	κατέρχομαι	G2718	V-2AAI-1P	5627
Acts 27:5	12	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:5	13	Μύρρα	Μύρρα	Μύρα	G3460	N-APN	
Acts 27:5	14	τῆς	τῆς	ὁ	G3588	T-GSF	
Acts 27:5	15	Λυκίας.	Λυκίας	Λυκία	G3073	N-GSF	
Acts 27:6	1	Κἀκεῖ	Κἀκεῖ	κἀκεῖ	G2546	ADV-K	
Acts 27:6	2	εὑρὼν	εὑρών	εὑρίσκω	G2147	V-2AAP-NSM	5631
Acts 27:6	3	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 27:6	4	ἑκατοντάρχης	ἑκατοντάρχης	ἑκατοντάρχης	G1543	N-NSM	
Acts 27:6	5	πλοῖον	πλοῖον	πλοῖον	G4143	N-ASN	
Acts 27:6	6	Ἀλεξανδρῖνον	Ἀλεξανδρῖνον	Ἀλεξανδρῖνος	G0222	A-ASN	
Acts 27:6	7	πλέον	πλέον	πλέω	G4126	V-PAP-ASN	5723
Acts 27:6	8	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:6	9	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:6	10	Ἰταλίαν	Ἰταλίαν	Ἰταλία	G2482	N-ASF	
Acts 27:6	11	ἐνεβίβασεν	ἐνεβίβασεν	ἐμβιβάζω	G1688	V-AAI-3S	5656
Acts 27:6	12	ἡμᾶς	ἡμᾶς	ἐγώ	G1473	P-1AP	
Acts 27:6	13	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:6	14	αὐτό.	αὐτό	αὐτός	G0846	P-ASN	
Acts 27:7	1	ἐν	ἐν	ἐν	G1722	PREP	
Acts 27:7	2	ἱκαναῖς	ἱκαναῖς	ἱκανός	G2425	A-DPF	
Acts 27:7	3	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:7	4	ἡμέραις	ἡμέραις	ἡμέρα	G2250	N-DPF	
Acts 27:7	5	βραδυπλοοῦντες	βραδυπλοοῦντες	βραδυπλοέω	G1020	V-PAP-NPM	5723
Acts 27:7	6	καὶ	καί	καί	G2532	CONJ	
Acts 27:7	7	μόλις	μόλις	μόλις	G3433	ADV	
Acts 27:7	8	γενόμενοι	γενόμενοι	γίνομαι	G1096	V-2ADP-NPM	5637
Acts 27:7	9	κατὰ	κατά	κατά	G2596	PREP	
Acts 27:7	10	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:7	11	Κνίδον,	Κνίδον	Κνίδος	G2834	N-ASF	
Acts 27:7	12	μὴ	μή	μή	G3361	PRT-N	
Acts 27:7	13	προσεῶντος	προσεῶντος	προσεάω	G4330	V-PAP-GSM	5723
Acts 27:7	14	ἡμᾶς	ἡμᾶς	ἐγώ	G1473	P-1AP	
Acts 27:7	15	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Acts 27:7	16	ἀνέμου,	ἀνέμου	ἄνεμος	G0417	N-GSM	
Acts 27:7	17	ὑπεπλεύσαμεν	ὑπεπλεύσαμεν	ὑποπλέω	G5284	V-AAI-1P	5656
Acts 27:7	18	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:7	19	Κρήτην	Κρήτην	Κρήτη	G2914	N-ASF	
Acts 27:7	20	κατὰ	κατά	κατά	G2596	PREP	
Acts 27:7	21	Σαλμώνην,	Σαλμώνην	Σαλμώνη	G4534	N-ASF	
Acts 27:8	1	μόλις	μόλις	μόλις	G3433	ADV	
Acts 27:8	2	τε	τε	τέ	G5037	PRT	
Acts 27:8	3	παραλεγόμενοι	παραλεγόμενοι	παραλέγομαι	G3881	V-PNP-NPM	5740
Acts 27:8	4	αὐτὴν	αὐτήν	αὐτός	G0846	P-ASF	
Acts 27:8	5	ἤλθομεν	ἤλθομεν	ἔρχομαι	G2064	V-2AAI-1P	5627
Acts 27:8	6	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:8	7	τόπον	τόπον	τόπος	G5117	N-ASM	
Acts 27:8	8	τινὰ	τινά	τὶς	G5100	X-ASM	
Acts 27:8	9	καλούμενον	καλούμενον	καλέω	G2564	V-PPP-ASM	5746
Acts 27:8	10	Καλοὺς	Καλούς	καλός	G2570	A-APM	
Acts 27:8	11	Λιμένας,	Λιμένας	λιμήν	G3040	N-APM	
Acts 27:8	12	ᾧ	ᾧ	ὅς	G3739	R-DSM	
Acts 27:8	13	ἐγγὺς	ἐγγύς	ἐγγύς	G1451	ADV	
Acts 27:8	14	ἦν	ἦν	εἰμί	G1510	V-IAI-3S	5707
Acts 27:8	15	πόλις	πόλις	πόλις	G4172	N-NSF	
Acts 27:8	16	Λασαία.	Λασαία	Λασαία	G2996	N-NSF	
Acts 27:9	1	Ἱκανοῦ	Ἱκανοῦ	ἱκανός	G2425	A-GSM	
Acts 27:9	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:9	3	χρόνου	χρόνου	χρόνος	G5550	N-GSM	
Acts 27:9	4	διαγενομένου	διαγενομένου	διαγίνομαι	G1230	V-2ADP-GSM	5637
Acts 27:9	5	καὶ	καί	καί	G2532	CONJ	
Acts 27:9	6	ὄντος	ὄντος	εἰμί	G1510	V-PAP-GSM	5723
Acts 27:9	7	ἤδη	ἤδη	ἤδη	G2235	ADV	
Acts 27:9	8	ἐπισφαλοῦς	ἐπισφαλοῦς	ἐπισφαλής	G2000	A-GSM	
Acts 27:9	9	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Acts 27:9	10	πλοὸς	πλοός	πλόος	G4144	N-GSM	
Acts 27:9	11	διὰ	διά	διά	G1223	PREP	
Acts 27:9	12	τὸ	τό	ὁ	G3588	T-ASN	
Acts 27:9	13	καὶ	καί	καί	G2532	CONJ	
Acts 27:9	14	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:9	15	Νηστείαν	Νηστείαν	νηστεία	G3521	N-ASF	
Acts 27:9	16	ἤδη	ἤδη	ἤδη	G2235	ADV	
Acts 27:9	17	παρεληλυθέναι,	παρεληλυθέναι	παρέρχομαι	G3928	V-2RAN	5755
Acts 27:9	18	παρῄνει	παρῄνει	παραινέω	G3867	V-IAI-3S	5707
Acts 27:9	19	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 27:9	20	Παῦλος	Παῦλος	Παῦλος	G3972	N-NSM	
Acts 27:10	1	λέγων	λέγων	λέγω	G3004	V-PAP-NSM	5723
Acts 27:10	2	αὐτοῖς	αὐτοῖς	αὐτός	G0846	P-DPM	
Acts 27:10	3	Ἄνδρες,	Ἄνδρες	ἀνήρ	G0435	N-VPM	
Acts 27:10	4	θεωρῶ	θεωρῶ	θεωρέω	G2334	V-PAI-1S	5719
Acts 27:10	5	ὅτι	ὅτι	ὅτι	G3754	CONJ	
Acts 27:10	6	μετὰ	μετά	μετά	G3326	PREP	
Acts 27:10	7	ὕβρεως	ὕβρεως	ὕβρις	G5196	N-GSF	
Acts 27:10	8	καὶ	καί	καί	G2532	CONJ	
Acts 27:10	9	πολλῆς	πολλῆς	πολύς	G4183	A-GSF	
Acts 27:10	10	ζημίας	ζημίας	ζημία	G2209	N-GSF	
Acts 27:10	11	οὐ	οὐ	οὐ	G3756	PRT-N	
Acts 27:10	12	μόνον	μόνον	μόνος	G3440	ADV	
Acts 27:10	13	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Acts 27:10	14	φορτίου	φορτίου	φορτίον	G5413	N-GSN	
Acts 27:10	15	καὶ	καί	καί	G2532	CONJ	
Acts 27:10	16	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Acts 27:10	17	πλοίου	πλοίου	πλοῖον	G4143	N-GSN	
Acts 27:10	18	ἀλλὰ	ἀλλά	ἀλλά	G0235	CONJ	
Acts 27:10	19	καὶ	καί	καί	G2532	CONJ	
Acts 27:10	20	τῶν	τῶν	ὁ	G3588	T-GPF	
Acts 27:10	21	ψυχῶν	ψυχῶν	ψυχή	G5590	N-GPF	
Acts 27:10	22	ἡμῶν	ἡμῶν	ἐγώ	G1473	P-1GP	
Acts 27:10	23	μέλλειν	μέλλειν	μέλλω	G3195	V-PAN	5721
Acts 27:10	24	ἔσεσθαι	ἔσεσθαι	εἰμί	G1510	V-FDN	5696
Acts 27:10	25	τὸν	τόν	ὁ	G3588	T-ASM	
Acts 27:10	26	πλοῦν.	πλοῦν	πλόος	G4144	N-ASM	
Acts 27:11	1	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 27:11	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:11	3	ἑκατοντάρχης	ἑκατοντάρχης	ἑκατοντάρχης	G1543	N-NSM	
Acts 27:11	4	τῷ	τῷ	ὁ	G3588	T-DSM	
Acts 27:11	5	κυβερνήτῃ	κυβερνήτῃ	κυβερνήτης	G2942	N-DSM	
Acts 27:11	6	καὶ	καί	καί	G2532	CONJ	
Acts 27:11	7	τῷ	τῷ	ὁ	G3588	T-DSM	
Acts 27:11	8	ναυκλήρῳ	ναυκλήρῳ	ναύκληρος	G3490	N-DSM	
Acts 27:11	9	μᾶλλον	μᾶλλον	μᾶλλον	G3123	ADV	
Acts 27:11	10	ἐπείθετο	ἐπείθετο	πείθω	G3982	V-IPI-3S	5712
Acts 27:11	11	ἢ	ἤ	ἤ	G2228	PRT	
Acts 27:11	12	τοῖς	τοῖς	ὁ	G3588	T-DPN	
Acts 27:11	13	ὑπὸ	ὑπό	ὑπό	G5259	PREP	
Acts 27:11	14	Παύλου	Παύλου	Παῦλος	G3972	N-GSM	
Acts 27:11	15	λεγομένοις.	λεγομένοις	λέγω	G3004	V-PPP-DPN	5746
Acts 27:12	1	ἀνευθέτου	ἀνευθέτου	ἀνεύθετος	G0428	A-GSM	
Acts 27:12	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:12	3	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Acts 27:12	4	λιμένος	λιμένος	λιμήν	G3040	N-GSM	
Acts 27:12	5	ὑπάρχοντος	ὑπάρχοντος	ὑπάρχω	G5225	V-PAP-GSM	5723
Acts 27:12	6	πρὸς	πρός	πρός	G4314	PREP	
Acts 27:12	7	παραχειμασίαν	παραχειμασίαν	παραχειμασία	G3915	N-ASF	
Acts 27:12	8	οἱ	οἱ	ὁ	G3588	T-NPM	
Acts 27:12	9	πλείονες	πλείονες	πολύς	G4183	A-NPM-C	
Acts 27:12	10	ἔθεντο	ἔθεντο	τίθημι	G5087	V-2AMI-3P	5639
Acts 27:12	11	βουλὴν	βουλήν	βουλή	G1012	N-ASF	
Acts 27:12	12	ἀναχθῆναι	ἀναχθῆναι	ἀνάγω	G0321	V-APN	5683
Acts 27:12	13	ἐκεῖθεν,	ἐκεῖθεν	ἐκεῖθεν	G1564	ADV	
Acts 27:12	14	εἴ	εἴ	εἰ	G1487	COND	
Acts 27:12	15	πως	πως	πῶς	G4459	ADV-I	
Acts 27:12	16	δύναιντο	δύναιντο	δύναμαι	G1410	V-PNO-3P	5739
Acts 27:12	17	καταντήσαντες	καταντήσαντες	καταντάω	G2658	V-AAP-NPM	5660
Acts 27:12	18	εἰς	εἰς	εἰς	G1519	PREP	
Acts 27:12	19	Φοίνικα	Φοίνικα	Φοῖνιξ	G5405	N-ASM	
Acts 27:12	20	παραχειμάσαι,	παραχειμάσαι	παραχειμάζω	G3914	V-AAN	5658
Acts 27:12	21	λιμένα	λιμένα	λιμήν	G3040	N-ASM	
Acts 27:12	22	τῆς	τῆς	ὁ	G3588	T-GSF	
Acts 27:12	23	Κρήτης	Κρήτης	Κρήτη	G2914	N-GSF	
Acts 27:12	24	βλέποντα	βλέποντα	βλέπω	G0991	V-PAP-ASM	5723
Acts 27:12	25	κατὰ	κατά	κατά	G2596	PREP	
Acts 27:12	26	λίβα	λίβα	λίψ	G3047	N-ASM	
Acts 27:12	27	καὶ	καί	καί	G2532	CONJ	
Acts 27:12	28	κατὰ	κατά	κατά	G2596	PREP	
Acts 27:12	29	χῶρον.	χῶρον	χῶρος (II)	G5566	N-ASM	
Acts 27:13	1	Ὑποπνεύσαντος	Ὑποπνεύσαντος	ὑποπνέω	G5285	V-AAP-GSM	5660
Acts 27:13	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:13	3	νότου	νότου	νότος	G3558	N-GSM	
Acts 27:13	4	δόξαντες	δόξαντες	δοκέω	G1380	V-AAP-NPM	5660
Acts 27:13	5	τῆς	τῆς	ὁ	G3588	T-GSF	
Acts 27:13	6	προθέσεως	προθέσεως	πρόθεσις	G4286	N-GSF	
Acts 27:13	7	κεκρατηκέναι,	κεκρατηκέναι	κρατέω	G2902	V-RAN	5760
Acts 27:13	8	ἄραντες	ἄραντες	αἴρω	G0142	V-AAP-NPM	5660
Acts 27:13	9	ἆσσον	ἆσσον	ἆσσον	G0788	ADV-C	
Acts 27:13	10	παρελέγοντο	παρελέγοντο	παραλέγομαι	G3881	V-INI-3P	5711
Acts 27:13	11	τὴν	τήν	ὁ	G3588	T-ASF	
Acts 27:13	12	Κρήτην.	Κρήτην	Κρήτη	G2914	N-ASF	
Acts 27:14	1	μετ’	μετ’	μετά	G3326	PREP	
Acts 27:14	2	οὐ	οὐ	οὐ	G3756	PRT-N	
Acts 27:14	3	πολὺ	πολύ	πολύς	G4183	A-ASN	
Acts 27:14	4	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:14	5	ἔβαλεν	ἔβαλεν	βάλλω	G0906	V-2AAI-3S	5627
Acts 27:14	6	κατ’	κατ’	κατά	G2596	PREP	
Acts 27:14	7	αὐτῆς	αὐτῆς	αὐτός	G0846	P-GSF	
Acts 27:14	8	ἄνεμος	ἄνεμος	ἄνεμος	G0417	N-NSM	
Acts 27:14	9	τυφωνικὸς	τυφωνικός	τυφωνικός	G5189	A-NSM	
Acts 27:14	10	ὁ	ὁ	ὁ	G3588	T-NSM	
Acts 27:14	11	καλούμενος	καλούμενος	καλέω	G2564	V-PPP-NSM	5746
Acts 27:14	12	Εὐρακύλων·	Εὐρακύλων	εὐρακύλων	G2148	N-NSM	
Acts 27:15	1	συναρπασθέντος	συναρπασθέντος	συναρπάζω	G4884	V-APP-GSN	5685
Acts 27:15	2	δὲ	δέ	δέ	G1161	CONJ	
Acts 27:15	3	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Acts 27:15	4	πλοίου	πλοίου	πλοῖον	G4143	N-GSN	
Acts 27:15	5	καὶ	καί	καί	G2532	CONJ	
