reference	n	word	normalized	lemma	part_of_speech	parse
Luke 9:12	4	ἤρξατο	ἤρξατο	ἄρχω	V-	3AMI-S--
Luke 9:12	5	κλίνειν	κλίνειν	κλίνω	V-	-PAN----
Luke 9:12	6	προσελθόντες	προσελθόντες	προσέρχομαι	V-	-AAPNPM-
Luke 9:12	7	δὲ	δέ	δέ	C-	--------
Luke 9:12	8	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:12	9	δώδεκα	δώδεκα	δώδεκα	A-	----NPM-
Luke 9:12	10	εἶπαν	εἶπαν	λέγω	V-	3AAI-P--
Luke 9:12	11	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Luke 9:12	12	Ἀπόλυσον	ἀπόλυσον	ἀπολύω	V-	2AAD-S--
Luke 9:12	13	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:12	14	ὄχλον	ὄχλον	ὄχλος	N-	----ASM-
Luke 9:12	15	ἵνα	ἵνα	ἵνα	C-	--------
Luke 9:12	16	πορευθέντες	πορευθέντες	πορεύομαι	V-	-APPNPM-
Luke 9:12	17	εἰς	εἰς	εἰς	P-	--------
Luke 9:12	18	τὰς	τάς	ὁ	RA	----APF-
Luke 9:12	19	κύκλῳ	κύκλῳ	κύκλῳ	D-	--------
Luke 9:12	20	κώμας	κώμας	κώμη	N-	----APF-
Luke 9:12	21	καὶ	καί	καί	C-	--------
Luke 9:12	22	ἀγροὺς	ἀγρούς	ἀγρός	N-	----APM-
Luke 9:12	23	καταλύσωσιν	καταλύσωσι(ν)	καταλύω	V-	3AAS-P--
Luke 9:12	24	καὶ	καί	καί	C-	--------
Luke 9:12	25	εὕρωσιν	εὕρωσι(ν)	εὑρίσκω	V-	3AAS-P--
Luke 9:12	26	ἐπισιτισμόν	ἐπισιτισμόν	ἐπισιτισμός	N-	----ASM-
Luke 9:12	27	ὅτι	ὅτι	ὅτι	C-	--------
Luke 9:12	28	ὧδε	ὧδε	ὧδε	D-	--------
Luke 9:12	29	ἐν	ἐν	ἐν	P-	--------
Luke 9:12	30	ἐρήμῳ	ἐρήμῳ	ἔρημος	A-	----DSM-
Luke 9:12	31	τόπῳ	τόπῳ	τόπος	N-	----DSM-
Luke 9:12	32	ἐσμέν	ἐσμέν	εἰμί	V-	1PAI-P--
Luke 9:13	1	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:13	2	δὲ	δέ	δέ	C-	--------
Luke 9:13	3	πρὸς	πρός	πρός	P-	--------
Luke 9:13	4	αὐτούς	αὐτούς	αὐτός	RP	----APM-
Luke 9:13	5	Δότε	δότε	δίδωμι	V-	2AAD-P--
Luke 9:13	6	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Luke 9:13	7	ὑμεῖς	ὑμεῖς	σύ	RP	----NP--
Luke 9:13	8	φαγεῖν	φαγεῖν	ἐσθίω	V-	-AAN----
Luke 9:13	9	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:13	10	δὲ	δέ	δέ	C-	--------
Luke 9:13	11	εἶπαν	εἶπαν	λέγω	V-	3AAI-P--
Luke 9:13	12	Οὐκ	οὐ	οὐ	D-	--------
Luke 9:13	13	εἰσὶν	εἰσί(ν)	εἰμί	V-	3PAI-P--
Luke 9:13	14	ἡμῖν	ἡμῖν	ἐγώ	RP	----DP--
Luke 9:13	15	πλεῖον	πλεῖον	πολύς	A-	----NSNC
Luke 9:13	16	ἢ	ἤ	ἤ	C-	--------
Luke 9:13	17	ἄρτοι	ἄρτοι	ἄρτος	N-	----NPM-
Luke 9:13	18	πέντε	πέντε	πέντε	A-	----NPM-
Luke 9:13	19	καὶ	καί	καί	C-	--------
Luke 9:13	20	ἰχθύες	ἰχθύες	ἰχθύς	N-	----NPM-
Luke 9:13	21	δύο	δύο	δύο	A-	----NPM-
Luke 9:13	22	εἰ	εἰ	εἰ	C-	--------
Luke 9:13	23	μήτι	μήτι	μήτι	X-	--------
Luke 9:13	24	πορευθέντες	πορευθέντες	πορεύομαι	V-	-APPNPM-
Luke 9:13	25	ἡμεῖς	ἡμεῖς	ἐγώ	RP	----NP--
Luke 9:13	26	ἀγοράσωμεν	ἀγοράσωμεν	ἀγοράζω	V-	1AAS-P--
Luke 9:13	27	εἰς	εἰς	εἰς	P-	--------
Luke 9:13	28	πάντα	πάντα	πᾶς	A-	----ASM-
Luke 9:13	29	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:13	30	λαὸν	λαόν	λαός	N-	----ASM-
Luke 9:13	31	τοῦτον	τοῦτον	οὗτος	RD	----ASM-
Luke 9:13	32	βρώματα	βρώματα	βρῶμα	N-	----APN-
Luke 9:14	1	ἦσαν	ἦσαν	εἰμί	V-	3IAI-P--
Luke 9:14	2	γὰρ	γάρ	γάρ	C-	--------
Luke 9:14	3	ὡσεὶ	ὡσεί	ὡσεί	D-	--------
Luke 9:14	4	ἄνδρες	ἄνδρες	ἀνήρ	N-	----NPM-
Luke 9:14	5	πεντακισχίλιοι	πεντακισχίλιοι	πεντακισχίλιοι	A-	----NPM-
Luke 9:14	6	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:14	7	δὲ	δέ	δέ	C-	--------
Luke 9:14	8	πρὸς	πρός	πρός	P-	--------
Luke 9:14	9	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:14	10	μαθητὰς	μαθητάς	μαθητής	N-	----APM-
Luke 9:14	11	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:14	12	Κατακλίνατε	κατακλίνατε	κατακλίνω	V-	2AAD-P--
Luke 9:14	13	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Luke 9:14	14	κλισίας	κλισίας	κλισία	N-	----APF-
Luke 9:14	15	ὡσεὶ	ὡσεί	ὡσεί	D-	--------
Luke 9:14	16	ἀνὰ	ἀνά	ἀνά	D-	--------
Luke 9:14	17	πεντήκοντα	πεντήκοντα	πεντήκοντα	A-	----APM-
Luke 9:15	1	καὶ	καί	καί	C-	--------
Luke 9:15	2	ἐποίησαν	ἐποίησαν	ποιέω	V-	3AAI-P--
Luke 9:15	3	οὕτως	οὕτω(ς)	οὕτω(ς)	D-	--------
Luke 9:15	4	καὶ	καί	καί	C-	--------
Luke 9:15	5	κατέκλιναν	κατέκλιναν	κατακλίνω	V-	3AAI-P--
Luke 9:15	6	ἅπαντας	ἅπαντας	ἅπας	A-	----APM-
Luke 9:16	1	λαβὼν	λαβών	λαμβάνω	V-	-AAPNSM-
Luke 9:16	2	δὲ	δέ	δέ	C-	--------
Luke 9:16	3	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:16	4	πέντε	πέντε	πέντε	A-	----APM-
Luke 9:16	5	ἄρτους	ἄρτους	ἄρτος	N-	----APM-
Luke 9:16	6	καὶ	καί	καί	C-	--------
Luke 9:16	7	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:16	8	δύο	δύο	δύο	A-	----APM-
Luke 9:16	9	ἰχθύας	ἰχθύας	ἰχθύς	N-	----APM-
Luke 9:16	10	ἀναβλέψας	ἀναβλέψας	ἀναβλέπω	V-	-AAPNSM-
Luke 9:16	11	εἰς	εἰς	εἰς	P-	--------
Luke 9:16	12	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:16	13	οὐρανὸν	οὐρανόν	οὐρανός	N-	----ASM-
Luke 9:16	14	εὐλόγησεν	εὐλόγησε(ν)	εὐλογέω	V-	3AAI-S--
Luke 9:16	15	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Luke 9:16	16	καὶ	καί	καί	C-	--------
Luke 9:16	17	κατέκλασεν	κατέκλασε(ν)	κατακλάω	V-	3AAI-S--
Luke 9:16	18	καὶ	καί	καί	C-	--------
Luke 9:16	19	ἐδίδου	ἐδίδου	δίδωμι	V-	3IAI-S--
Luke 9:16	20	τοῖς	τοῖς	ὁ	RA	----DPM-
Luke 9:16	21	μαθηταῖς	μαθηταῖς	μαθητής	N-	----DPM-
Luke 9:16	22	παραθεῖναι	παραθεῖναι	παρατίθημι	V-	-AAN----
Luke 9:16	23	τῷ	τῷ	ὁ	RA	----DSM-
Luke 9:16	24	ὄχλῳ	ὄχλῳ	ὄχλος	N-	----DSM-
Luke 9:17	1	καὶ	καί	καί	C-	--------
Luke 9:17	2	ἔφαγον	ἔφαγον	ἐσθίω	V-	3AAI-P--
Luke 9:17	3	καὶ	καί	καί	C-	--------
Luke 9:17	4	ἐχορτάσθησαν	ἐχορτάσθησαν	χορτάζω	V-	3API-P--
Luke 9:17	5	πάντες	πάντες	πᾶς	A-	----NPM-
Luke 9:17	6	καὶ	καί	καί	C-	--------
Luke 9:17	7	ἤρθη	ἤρθη	αἴρω	V-	3API-S--
Luke 9:17	8	τὸ	τό	ὁ	RA	----NSN-
Luke 9:17	9	περισσεῦσαν	περισσεῦσαν	περισσεύω	V-	-AAPNSN-
Luke 9:17	10	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Luke 9:17	11	κλασμάτων	κλασμάτων	κλάσμα	N-	----GPN-
Luke 9:17	12	κόφινοι	κόφινοι	κόφινος	N-	----NPM-
Luke 9:17	13	δώδεκα	δώδεκα	δώδεκα	A-	----NPM-
Luke 9:18	1	Καὶ	καί	καί	C-	--------
Luke 9:18	2	ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:18	3	ἐν	ἐν	ἐν	P-	--------
Luke 9:18	4	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:18	5	εἶναι	εἶναι	εἰμί	V-	-PAN----
Luke 9:18	6	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:18	7	προσευχόμενον	προσευχόμενον	προσεύχομαι	V-	-PMPASM-
Luke 9:18	8	κατὰ	κατά	κατά	P-	--------
Luke 9:18	9	μόνας	μόνας	μόνος	A-	----APF-
Luke 9:18	10	συνῆσαν	συνῆσαν	σύνειμι	V-	3IAI-P--
Luke 9:18	11	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Luke 9:18	12	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:18	13	μαθηταί	μαθηταί	μαθητής	N-	----NPM-
Luke 9:18	14	καὶ	καί	καί	C-	--------
Luke 9:18	15	ἐπηρώτησεν	ἐπηρώτησε(ν)	ἐπερωτάω	V-	3AAI-S--
Luke 9:18	16	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Luke 9:18	17	λέγων	λέγων	λέγω	V-	-PAPNSM-
Luke 9:18	18	Τίνα	τίνα	τίς	RI	----ASM-
Luke 9:18	19	με	με	ἐγώ	RP	----AS--
Luke 9:18	20	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:18	21	ὄχλοι	ὄχλοι	ὄχλος	N-	----NPM-
Luke 9:18	22	λέγουσιν	λέγουσι(ν)	λέγω	V-	3PAI-P--
Luke 9:18	23	εἶναι	εἶναι	εἰμί	V-	-PAN----
Luke 9:19	1	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:19	2	δὲ	δέ	δέ	C-	--------
Luke 9:19	3	ἀποκριθέντες	ἀποκριθέντες	ἀποκρίνομαι	V-	-APPNPM-
Luke 9:19	4	εἶπαν	εἶπαν	λέγω	V-	3AAI-P--
Luke 9:19	5	Ἰωάννην	Ἰωάννην	Ἰωάννης	N-	----ASM-
Luke 9:19	6	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:19	7	βαπτιστήν	βαπτιστήν	βαπτιστής	N-	----ASM-
Luke 9:19	8	ἄλλοι	ἄλλοι	ἄλλος	A-	----NPM-
Luke 9:19	9	δὲ	δέ	δέ	C-	--------
Luke 9:19	10	Ἠλίαν	Ἠλίαν	Ἠλίας	N-	----ASM-
Luke 9:19	11	ἄλλοι	ἄλλοι	ἄλλος	A-	----NPM-
Luke 9:19	12	δὲ	δέ	δέ	C-	--------
Luke 9:19	13	ὅτι	ὅτι	ὅτι	C-	--------
Luke 9:19	14	προφήτης	προφήτης	προφήτης	N-	----NSM-
Luke 9:19	15	τις	τὶς	τις	RI	----NSM-
Luke 9:19	16	τῶν	τῶν	ὁ	RA	----GPM-
Luke 9:19	17	ἀρχαίων	ἀρχαίων	ἀρχαῖος	A-	----GPM-
Luke 9:19	18	ἀνέστη	ἀνέστη	ἀνίστημι	V-	3AAI-S--
Luke 9:20	1	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:20	2	δὲ	δέ	δέ	C-	--------
Luke 9:20	3	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Luke 9:20	4	Ὑμεῖς	ὑμεῖς	σύ	RP	----NP--
Luke 9:20	5	δὲ	δέ	δέ	C-	--------
Luke 9:20	6	τίνα	τίνα	τίς	RI	----ASM-
Luke 9:20	7	με	με	ἐγώ	RP	----AS--
Luke 9:20	8	λέγετε	λέγετε	λέγω	V-	2PAI-P--
Luke 9:20	9	εἶναι	εἶναι	εἰμί	V-	-PAN----
Luke 9:20	10	Πέτρος	Πέτρος	Πέτρος	N-	----NSM-
Luke 9:20	11	δὲ	δέ	δέ	C-	--------
Luke 9:20	12	ἀποκριθεὶς	ἀποκριθείς	ἀποκρίνομαι	V-	-APPNSM-
Luke 9:20	13	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:20	14	Τὸν	τόν	ὁ	RA	----ASM-
Luke 9:20	15	χριστὸν	Χριστόν	Χριστός	N-	----ASM-
Luke 9:20	16	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:20	17	θεοῦ	θεοῦ	θεός	N-	----GSM-
Luke 9:21	1	Ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:21	2	δὲ	δέ	δέ	C-	--------
Luke 9:21	3	ἐπιτιμήσας	ἐπιτιμήσας	ἐπιτιμάω	V-	-AAPNSM-
Luke 9:21	4	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Luke 9:21	5	παρήγγειλεν	παρήγγειλε(ν)	παραγγέλλω	V-	3AAI-S--
Luke 9:21	6	μηδενὶ	μηδενί	μηδείς	A-	----DSM-
Luke 9:21	7	λέγειν	λέγειν	λέγω	V-	-PAN----
Luke 9:21	8	τοῦτο	τοῦτο	οὗτος	RD	----ASN-
Luke 9:22	1	εἰπὼν	εἰπών	λέγω	V-	-AAPNSM-
Luke 9:22	2	ὅτι	ὅτι	ὅτι	C-	--------
Luke 9:22	3	Δεῖ	δεῖ	δέω	V-	3PAI-S--
Luke 9:22	4	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:22	5	υἱὸν	υἱόν	υἱός	N-	----ASM-
Luke 9:22	6	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:22	7	ἀνθρώπου	ἀνθρώπου	ἄνθρωπος	N-	----GSM-
Luke 9:22	8	πολλὰ	πολλά	πολύς	A-	----APN-
Luke 9:22	9	παθεῖν	παθεῖν	πάσχω	V-	-AAN----
Luke 9:22	10	καὶ	καί	καί	C-	--------
Luke 9:22	11	ἀποδοκιμασθῆναι	ἀποδοκιμασθῆναι	ἀποδοκιμάζω	V-	-APN----
Luke 9:22	12	ἀπὸ	ἀπό	ἀπό	P-	--------
Luke 9:22	13	τῶν	τῶν	ὁ	RA	----GPM-
Luke 9:22	14	πρεσβυτέρων	πρεσβυτέρων	πρεσβύτερος	A-	----GPM-
Luke 9:22	15	καὶ	καί	καί	C-	--------
Luke 9:22	16	ἀρχιερέων	ἀρχιερέων	ἀρχιερεύς	N-	----GPM-
Luke 9:22	17	καὶ	καί	καί	C-	--------
Luke 9:22	18	γραμματέων	γραμματέων	γραμματεύς	N-	----GPM-
Luke 9:22	19	καὶ	καί	καί	C-	--------
Luke 9:22	20	ἀποκτανθῆναι	ἀποκτανθῆναι	ἀποκτείνω	V-	-APN----
Luke 9:22	21	καὶ	καί	καί	C-	--------
Luke 9:22	22	τῇ	τῇ	ὁ	RA	----DSF-
Luke 9:22	23	τρίτῃ	τρίτῃ	τρίτος	A-	----DSF-
Luke 9:22	24	ἡμέρᾳ	ἡμέρᾳ	ἡμέρα	N-	----DSF-
Luke 9:22	25	ἐγερθῆναι	ἐγερθῆναι	ἐγείρω	V-	-APN----
Luke 9:23	1	Ἔλεγεν	ἔλεγε(ν)	λέγω	V-	3IAI-S--
Luke 9:23	2	δὲ	δέ	δέ	C-	--------
Luke 9:23	3	πρὸς	πρός	πρός	P-	--------
Luke 9:23	4	πάντας	πάντας	πᾶς	A-	----APM-
Luke 9:23	5	Εἴ	εἰ	εἰ	C-	--------
Luke 9:23	6	τις	τὶς	τις	RI	----NSM-
Luke 9:23	7	θέλει	θέλει	θέλω	V-	3PAI-S--
Luke 9:23	8	ὀπίσω	ὀπίσω	ὀπίσω	P-	--------
Luke 9:23	9	μου	μου	ἐγώ	RP	----GS--
Luke 9:23	10	ἔρχεσθαι	ἔρχεσθαι	ἔρχομαι	V-	-PMN----
Luke 9:23	11	ἀρνησάσθω	ἀρνησάσθω	ἀρνέομαι	V-	3AMD-S--
Luke 9:23	12	ἑαυτὸν	ἑαυτόν	ἑαυτοῦ	RP	----ASM-
Luke 9:23	13	καὶ	καί	καί	C-	--------
Luke 9:23	14	ἀράτω	ἀράτω	αἴρω	V-	3AAD-S--
Luke 9:23	15	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:23	16	σταυρὸν	σταυρόν	σταυρός	N-	----ASM-
Luke 9:23	17	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:23	18	καθ’	κατά	κατά	P-	--------
Luke 9:23	19	ἡμέραν	ἡμέραν	ἡμέρα	N-	----ASF-
Luke 9:23	20	καὶ	καί	καί	C-	--------
Luke 9:23	21	ἀκολουθείτω	ἀκολουθείτω	ἀκολουθέω	V-	3PAD-S--
Luke 9:23	22	μοι	μοι	ἐγώ	RP	----DS--
Luke 9:24	1	ὃς	ὅς	ὅς	RR	----NSM-
Luke 9:24	2	γὰρ	γάρ	γάρ	C-	--------
Luke 9:24	3	ἂν	ἄν	ἄν	X-	--------
Luke 9:24	4	θέλῃ	θέλῃ	θέλω	V-	3PAS-S--
Luke 9:24	5	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:24	6	ψυχὴν	ψυχήν	ψυχή	N-	----ASF-
Luke 9:24	7	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:24	8	σῶσαι	σῶσαι	σῴζω	V-	-AAN----
Luke 9:24	9	ἀπολέσει	ἀπολέσει	ἀπόλλυμι	V-	3FAI-S--
Luke 9:24	10	αὐτήν	αὐτήν	αὐτός	RP	----ASF-
Luke 9:24	11	ὃς	ὅς	ὅς	RR	----NSM-
Luke 9:24	12	δ’	δέ	δέ	C-	--------
Luke 9:24	13	ἂν	ἄν	ἄν	X-	--------
Luke 9:24	14	ἀπολέσῃ	ἀπολέσῃ	ἀπόλλυμι	V-	3AAS-S--
Luke 9:24	15	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:24	16	ψυχὴν	ψυχήν	ψυχή	N-	----ASF-
Luke 9:24	17	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:24	18	ἕνεκεν	ἕνεκεν	ἕνεκεν	P-	--------
Luke 9:24	19	ἐμοῦ	ἐμοῦ	ἐγώ	RP	----GS--
Luke 9:24	20	οὗτος	οὗτος	οὗτος	RD	----NSM-
Luke 9:24	21	σώσει	σώσει	σῴζω	V-	3FAI-S--
Luke 9:24	22	αὐτήν	αὐτήν	αὐτός	RP	----ASF-
Luke 9:25	1	τί	τί	τίς	RI	----ASN-
Luke 9:25	2	γὰρ	γάρ	γάρ	C-	--------
Luke 9:25	3	ὠφελεῖται	ὠφελεῖται	ὠφελέω	V-	3PPI-S--
Luke 9:25	4	ἄνθρωπος	ἄνθρωπος	ἄνθρωπος	N-	----NSM-
Luke 9:25	5	κερδήσας	κερδήσας	κερδαίνω	V-	-AAPNSM-
Luke 9:25	6	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:25	7	κόσμον	κόσμον	κόσμος	N-	----ASM-
Luke 9:25	8	ὅλον	ὅλον	ὅλος	A-	----ASM-
Luke 9:25	9	ἑαυτὸν	ἑαυτόν	ἑαυτοῦ	RP	----ASM-
Luke 9:25	10	δὲ	δέ	δέ	C-	--------
Luke 9:25	11	ἀπολέσας	ἀπολέσας	ἀπόλλυμι	V-	-AAPNSM-
Luke 9:25	12	ἢ	ἤ	ἤ	C-	--------
Luke 9:25	13	ζημιωθείς	ζημιωθείς	ζημιόω	V-	-APPNSM-
Luke 9:26	1	ὃς	ὅς	ὅς	RR	----NSM-
Luke 9:26	2	γὰρ	γάρ	γάρ	C-	--------
Luke 9:26	3	ἂν	ἄν	ἄν	X-	--------
Luke 9:26	4	ἐπαισχυνθῇ	ἐπαισχυνθῇ	ἐπαισχύνομαι	V-	3APS-S--
Luke 9:26	5	με	με	ἐγώ	RP	----AS--
Luke 9:26	6	καὶ	καί	καί	C-	--------
Luke 9:26	7	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:26	8	ἐμοὺς	ἐμούς	ἐμός	A-	----APM-
Luke 9:26	9	λόγους	λόγους	λόγος	N-	----APM-
Luke 9:26	10	τοῦτον	τοῦτον	οὗτος	RD	----ASM-
Luke 9:26	11	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:26	12	υἱὸς	υἱός	υἱός	N-	----NSM-
Luke 9:26	13	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:26	14	ἀνθρώπου	ἀνθρώπου	ἄνθρωπος	N-	----GSM-
Luke 9:26	15	ἐπαισχυνθήσεται	ἐπαισχυνθήσεται	ἐπαισχύνομαι	V-	3FPI-S--
Luke 9:26	16	ὅταν	ὅταν	ὅταν	C-	--------
Luke 9:26	17	ἔλθῃ	ἔλθῃ	ἔρχομαι	V-	3AAS-S--
Luke 9:26	18	ἐν	ἐν	ἐν	P-	--------
Luke 9:26	19	τῇ	τῇ	ὁ	RA	----DSF-
Luke 9:26	20	δόξῃ	δόξῃ	δόξα	N-	----DSF-
Luke 9:26	21	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:26	22	καὶ	καί	καί	C-	--------
Luke 9:26	23	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:26	24	πατρὸς	πατρός	πατήρ	N-	----GSM-
Luke 9:26	25	καὶ	καί	καί	C-	--------
Luke 9:26	26	τῶν	τῶν	ὁ	RA	----GPM-
Luke 9:26	27	ἁγίων	ἁγίων	ἅγιος	A-	----GPM-
Luke 9:26	28	ἀγγέλων	ἀγγέλων	ἄγγελος	N-	----GPM-
Luke 9:27	1	λέγω	λέγω	λέγω	V-	1PAI-S--
Luke 9:27	2	δὲ	δέ	δέ	C-	--------
Luke 9:27	3	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Luke 9:27	4	ἀληθῶς	ἀληθῶς	ἀληθῶς	D-	--------
Luke 9:27	5	εἰσίν	εἰσί(ν)	εἰμί	V-	3PAI-P--
Luke 9:27	6	τινες	τινές	τις	RI	----NPM-
Luke 9:27	7	τῶν	τῶν	ὁ	RA	----GPM-
Luke 9:27	8	αὐτοῦ	αὐτοῦ	αὐτοῦ	D-	--------
Luke 9:27	9	ἑστηκότων	ἑστηκότων	ἵστημι	V-	-XAPGPM-
Luke 9:27	10	οἳ	οἵ	ὅς	RR	----NPM-
Luke 9:27	11	οὐ	οὐ	οὐ	D-	--------
Luke 9:27	12	μὴ	μή	μή	D-	--------
Luke 9:27	13	γεύσωνται	γεύσωνται	γεύομαι	V-	3AMS-P--
Luke 9:27	14	θανάτου	θανάτου	θάνατος	N-	----GSM-
Luke 9:27	15	ἕως	ἕως	ἕως	C-	--------
Luke 9:27	16	ἂν	ἄν	ἄν	X-	--------
Luke 9:27	17	ἴδωσιν	ἴδωσι(ν)	ὁράω	V-	3AAS-P--
Luke 9:27	18	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:27	19	βασιλείαν	βασιλείαν	βασιλεία	N-	----ASF-
Luke 9:27	20	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:27	21	θεοῦ	θεοῦ	θεός	N-	----GSM-
Luke 9:28	1	Ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:28	2	δὲ	δέ	δέ	C-	--------
Luke 9:28	3	μετὰ	μετά	μετά	P-	--------
Luke 9:28	4	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:28	5	λόγους	λόγους	λόγος	N-	----APM-
Luke 9:28	6	τούτους	τούτους	οὗτος	RD	----APM-
Luke 9:28	7	ὡσεὶ	ὡσεί	ὡσεί	D-	--------
Luke 9:28	8	ἡμέραι	ἡμέραι	ἡμέρα	N-	----NPF-
Luke 9:28	9	ὀκτὼ	ὀκτώ	ὀκτώ	A-	----NPF-
Luke 9:28	10	καὶ	καί	καί	C-	--------
Luke 9:28	11	παραλαβὼν	παραλαβών	παραλαμβάνω	V-	-AAPNSM-
Luke 9:28	12	Πέτρον	Πέτρον	Πέτρος	N-	----ASM-
Luke 9:28	13	καὶ	καί	καί	C-	--------
Luke 9:28	14	Ἰωάννην	Ἰωάννην	Ἰωάννης	N-	----ASM-
Luke 9:28	15	καὶ	καί	καί	C-	--------
Luke 9:28	16	Ἰάκωβον	Ἰάκωβον	Ἰάκωβος	N-	----ASM-
Luke 9:28	17	ἀνέβη	ἀνέβη	ἀναβαίνω	V-	3AAI-S--
Luke 9:28	18	εἰς	εἰς	εἰς	P-	--------
Luke 9:28	19	τὸ	τό	ὁ	RA	----ASN-
Luke 9:28	20	ὄρος	ὄρος	ὄρος	N-	----ASN-
Luke 9:28	21	προσεύξασθαι	προσεύξασθαι	προσεύχομαι	V-	-AMN----
Luke 9:29	1	καὶ	καί	καί	C-	--------
Luke 9:29	2	ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:29	3	ἐν	ἐν	ἐν	P-	--------
Luke 9:29	4	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:29	5	προσεύχεσθαι	προσεύχεσθαι	προσεύχομαι	V-	-PMN----
Luke 9:29	6	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:29	7	τὸ	τό	ὁ	RA	----NSN-
Luke 9:29	8	εἶδος	εἶδος	εἶδος	N-	----NSN-
Luke 9:29	9	τοῦ	τοῦ	ὁ	RA	----GSN-
Luke 9:29	10	προσώπου	προσώπου	πρόσωπον	N-	----GSN-
Luke 9:29	11	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:29	12	ἕτερον	ἕτερον	ἕτερος	A-	----NSN-
Luke 9:29	13	καὶ	καί	καί	C-	--------
Luke 9:29	14	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:29	15	ἱματισμὸς	ἱματισμός	ἱματισμός	N-	----NSM-
Luke 9:29	16	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:29	17	λευκὸς	λευκός	λευκός	A-	----NSM-
Luke 9:29	18	ἐξαστράπτων	ἐξαστράπτων	ἐξαστράπτω	V-	-PAPNSM-
Luke 9:30	1	καὶ	καί	καί	C-	--------
Luke 9:30	2	ἰδοὺ	ἰδού	ἰδού	X-	--------
Luke 9:30	3	ἄνδρες	ἄνδρες	ἀνήρ	N-	----NPM-
Luke 9:30	4	δύο	δύο	δύο	A-	----NPM-
Luke 9:30	5	συνελάλουν	συνελάλουν	συλλαλέω	V-	3IAI-P--
Luke 9:30	6	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Luke 9:30	7	οἵτινες	οἵτινες	ὅστις	RR	----NPM-
Luke 9:30	8	ἦσαν	ἦσαν	εἰμί	V-	3IAI-P--
Luke 9:30	9	Μωϋσῆς	Μωϋσῆς	Μωϋσῆς	N-	----NSM-
