reference	n	greek	transliteration	parsing	strongs	english
John 21:17	33	ὁ	o	T-NSM	G3588	-
John 21:17	34	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
John 21:17	35	Βόσκε	boske	V-PAM-2S	G1006	Feed
John 21:17	36	τὰ	ta	T-APN	G3588	-
John 21:17	37	πρόβατά	probata	N-APN	G4263	sheep
John 21:17	38	μου	mou	P-1GS	G1473	My
John 21:18	1	Ἀμὴν	amhn	HEB	G0281	Truly
John 21:18	2	ἀμὴν	amhn	HEB	G0281	truly
John 21:18	3	λέγω	legw	V-PAI-1S	G3004	I tell
John 21:18	4	σοι	soi	P-2DS	G4771	you
John 21:18	5	ὅτε	ote	ADV	G3753	when
John 21:18	6	ἦς	hv	V-IAI-2S	G1510	you were
John 21:18	7	νεώτερος	newterov	A-NSM-C	G3501	young
John 21:18	8	ἐζώννυες	ezwnnuev	V-IAI-2S	G2224	you dressed
John 21:18	9	σεαυτόν	seauton	F-2ASM	G4572	yourself
John 21:18	10	καὶ	kai	CONJ	G2532	and
John 21:18	11	περιεπάτεις	periepateiv	V-IAI-2S	G4043	walked
John 21:18	12	ὅπου	opou	ADV	G3699	where
John 21:18	13	ἤθελες	hqelev	V-IAI-2S	G2309	you wanted
John 21:18	14	ὅταν	otan	CONJ	G3752	when
John 21:18	15	δὲ	de	CONJ	G1161	but
John 21:18	16	γηράσῃς	ghrashv	V-AAS-2S	G1095	you are old
John 21:18	17	ἐκτενεῖς	ekteneiv	V-FAI-2S	G1614	you will stretch out
John 21:18	18	τὰς	tav	T-APF	G3588	-
John 21:18	19	χεῖράς	ceirav	N-APF	G5495	hands
John 21:18	20	σου	sou	P-2GS	G4771	your
John 21:18	21	καὶ	kai	CONJ	G2532	and
John 21:18	22	ἄλλος	allov	A-NSM	G0243	someone else
John 21:18	23	σε	se	P-2AS	G4771	you
John 21:18	24	ζώσει	zwsei	V-FAI-3S	G2224	will dress
John 21:18	25	καὶ	kai	CONJ	G2532	and
John 21:18	26	οἴσει	oisei	V-FAI-3S	G5342	lead [you]
John 21:18	27	ὅπου	opou	ADV	G3699	where
John 21:18	28	οὐ	ou	PRT-N	G3756	vvv
John 21:18	29	θέλεις	qeleiv	V-PAI-2S	G2309	you do not want to go
John 21:19	1	Τοῦτο	touto	D-ASN	G3778	this
John 21:19	2	δὲ	de	CONJ	G1161	-
John 21:19	3	εἶπεν	eipen	V-2AAI-3S	G3004	[Jesus] said
John 21:19	4	σημαίνων	shmainwn	V-PAP-NSM	G4591	to indicate
John 21:19	5	ποίῳ	poiw	I-DSM	G4169	by which
John 21:19	6	θανάτῳ	qanatw	N-DSM	G2288	[the kind of] death
John 21:19	7	δοξάσει	doxasei	V-FAI-3S	G1392	[Peter] would glorify
John 21:19	8	τὸν	ton	T-ASM	G3588	-
John 21:19	9	θεόν	qeon	N-ASM	G2316	God
John 21:19	10	Καὶ	kai	CONJ	G2532	And [after]
John 21:19	11	τοῦτο	touto	D-ASN	G3778	this
John 21:19	12	εἰπὼν	eipwn	V-2AAP-NSM	G3004	He had said
John 21:19	13	λέγει	legei	V-PAI-3S	G3004	He told
John 21:19	14	αὐτῷ	autw	P-DSM	G0846	him
John 21:19	15	Ἀκολούθει	akolouqei	V-PAM-2S	G0190	Follow
John 21:19	16	μοι	moi	P-1DS	G1473	Me
John 21:20	1	Ἐπιστραφεὶς	epistrafeiv	V-2APP-NSM	G1994	turned
John 21:20	2	δὲ	de	CONJ	G1161	
John 21:20	3	ὁ	o	T-NSM	G3588	-
John 21:20	4	Πέτρος	petrov	N-NSM	G4074	Peter
John 21:20	5	βλέπει	blepei	V-PAI-3S	G0991	[and] saw
John 21:20	6	τὸν	ton	T-ASM	G3588	the
John 21:20	7	μαθητὴν	maqhthn	N-ASM	G3101	disciple
John 21:20	8	ὃν	on	R-ASM	G3739	whom
John 21:20	9	ἠγάπα	hgapa	V-IAI-3S	G0025	loved
John 21:20	10	ὁ	o	T-NSM	G3588	-
John 21:20	11	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
John 21:20	12	ἀκολουθοῦντα	akolouqounta	V-PAP-ASM	G0190	following [them]
John 21:20	13	ὃς	ov	R-NSM	G3739	who
John 21:20	14	καὶ	kai	CONJ	G2532	[He was the one]
John 21:20	15	ἀνέπεσεν	anepesen	V-2AAI-3S	G0377	had leaned back
John 21:20	16	ἐν	en	PREP	G1722	at
John 21:20	17	τῷ	tw	T-DSN	G3588	the
John 21:20	18	δείπνῳ	deipnw	N-DSN	G1173	supper
John 21:20	19	ἐπὶ	epi	PREP	G1909	vvv
John 21:20	20	τὸ	to	T-ASN	G3588	vvv
John 21:20	21	στῆθος	sthqov	N-ASN	G4738	[against Jesus]
John 21:20	22	αὐτοῦ	autou	P-GSM	G0846	vvv
John 21:20	23	καὶ	kai	CONJ	G2532	-
John 21:20	24	εἶπεν	eipen	V-2AAI-3S	G3004	to ask
John 21:20	25	Κύριε	kurie	N-VSM	G2962	Lord
John 21:20	26	τίς	tiv	I-NSM	G5101	who
John 21:20	27	ἐστιν	estin	V-PAI-3S	G1510	is going to
John 21:20	28	ὁ	o	T-NSM	G3588	. . .
John 21:20	29	παραδιδούς	paradidouv	V-PAP-NSM	G3860	betray
John 21:20	30	σε	se	P-2AS	G4771	You
John 21:21	1	Τοῦτον	touton	D-ASM	G3778	him
John 21:21	2	ἰδὼν	idwn	V-2AAP-NSM	G3708	[When Peter] saw
John 21:21	3	ὁ	o	T-NSM	G3588	-
John 21:21	4	Πέτρος	petrov	N-NSM	G4074	[he]
John 21:21	5	λέγει	legei	V-PAI-3S	G3004	asked
John 21:21	6	τῷ	tw	T-DSM	G3588	. . .
John 21:21	7	Ἰησοῦ	ihsou	N-DSM	G2424	. . .
John 21:21	8	Κύριε	kurie	N-VSM	G2962	Lord
John 21:21	9	οὗτος	outov	D-NSM	G3778	[him]
John 21:21	10	δὲ	de	CONJ	G1161	-
John 21:21	11	τί	ti	I-NSN	G5101	what about
John 21:22	1	Λέγει	legei	V-PAI-3S	G3004	answered
John 21:22	2	αὐτῷ	autw	P-DSM	G0846	. . .
John 21:22	3	ὁ	o	T-NSM	G3588	-
John 21:22	4	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
John 21:22	5	Ἐὰν	ean	COND	G1437	If
John 21:22	6	αὐτὸν	auton	P-ASM	G0846	him
John 21:22	7	θέλω	qelw	V-PAS-1S	G2309	I want
John 21:22	8	μένειν	menein	V-PAN	G3306	to remain
John 21:22	9	ἕως	ewv	ADV	G2193	until
John 21:22	10	ἔρχομαι	ercomai	V-PNI-1S	G2064	I return
John 21:22	11	τί	ti	I-NSN	G5101	what [is that]
John 21:22	12	πρός	prov	PREP	G4314	to
John 21:22	13	σε	se	P-2AS	G4771	you
John 21:22	14	Σὺ	su	P-2NS	G4771	You
John 21:22	15	ἀκολούθει	akolouqei	V-PAM-2S	G0190	follow
John 21:22	16	μοι	moi	P-1DS	G1473	Me
John 21:23	1	Ἐξῆλθεν	exhlqen	V-2AAI-3S	G1831	spread
John 21:23	2	οὖν	oun	CONJ	G3767	Because of
John 21:23	3	ὁ	o	T-NSM	G3588	the
John 21:23	4	λόγος	logov	N-NSM	G3056	rumor
John 21:23	5	οὗτος	outov	D-NSM	G3778	this
John 21:23	6	εἰς	eiv	PREP	G1519	among
John 21:23	7	τοὺς	touv	T-APM	G3588	the
John 21:23	8	ἀδελφούς	adelfouv	N-APM	G0080	brothers
John 21:23	9	ὅτι	oti	CONJ	G3754	that
John 21:23	10	ὁ	o	T-NSM	G3588	-
John 21:23	11	μαθητὴς	maqhthv	N-NSM	G3101	disciple
John 21:23	12	ἐκεῖνος	ekeinov	D-NSM	G1565	this
John 21:23	13	οὐκ	ouk	PRT-N	G3756	{would} not
John 21:23	14	ἀποθνῄσκει	apoqnhskei	V-PAI-3S	G0599	die
John 21:23	15	καὶ	kai	CONJ	G2532	did not say
John 21:23	16	οὐκ	ouk	PRT-N	G3756	vvv
John 21:23	17	εἶπεν	eipen	V-2AAI-3S	G3004	However
John 21:23	18	αὐτῷ	autw	P-DSM	G0846	. . .
John 21:23	19	ὁ	o	T-NSM	G3588	-
John 21:23	20	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
John 21:23	21	ὅτι	oti	CONJ	G3754	that
John 21:23	22	οὐκ	ouk	PRT-N	G3756	vvv
John 21:23	23	ἀποθνῄσκει	apoqnhskei	V-PAI-3S	G0599	he would not die
John 21:23	24	ἀλλ'	all	CONJ	G0235	but only
John 21:23	25	Ἐὰν	ean	COND	G1437	If
John 21:23	26	αὐτὸν	auton	P-ASM	G0846	him
John 21:23	27	θέλω	qelw	V-PAS-1S	G2309	I want
John 21:23	28	μένειν	menein	V-PAN	G3306	to remain
John 21:23	29	ἕως	ewv	ADV	G2193	until
John 21:23	30	ἔρχομαι	ercomai	V-PNI-1S	G2064	I return
John 21:23	31	τί	ti	I-NSN	G5101	what [is that]
John 21:23	32	πρός	prov	PREP	G4314	to
John 21:23	33	σε	se	P-2AS	G4771	you
John 21:24	1	Οὗτός	outov	D-NSM	G3778	This
John 21:24	2	ἐστιν	estin	V-PAI-3S	G1510	is
John 21:24	3	ὁ	o	T-NSM	G3588	the
John 21:24	4	μαθητὴς	maqhthv	N-NSM	G3101	disciple
John 21:24	5	ὁ	o	T-NSM	G3588	who
John 21:24	6	μαρτυρῶν	marturwn	V-PAP-NSM	G3140	testifies
John 21:24	7	περὶ	peri	PREP	G4012	to
John 21:24	8	τούτων	toutwn	D-GPN	G3778	these things
John 21:24	9	καὶ	kai	CONJ	G2532	and
John 21:24	10	γράψας	grayav	V-AAP-NSM	G1125	[who] has written
John 21:24	11	ταῦτα	tauta	D-APN	G3778	[them down]
John 21:24	12	καὶ	kai	CONJ	G2532	And
John 21:24	13	οἴδαμεν	oidamen	V-RAI-1P	G1492	we know
John 21:24	14	ὅτι	oti	CONJ	G3754	that
John 21:24	15	ἀληθής	alhqhv	A-NSF	G0227	true
John 21:24	16	ἐστιν	estin	V-PAI-3S	G1510	is
John 21:24	17	ἡ	h	T-NSF	G3588	-
John 21:24	18	μαρτυρία	marturia	N-NSF	G3141	testimony
John 21:24	19	αὐτοῦ	autou	P-GSM	G0846	his
John 21:25	1	Ἔστιν	estin	V-PAI-3S	G1510	There are
John 21:25	2	δὲ	de	CONJ	G1161	-
John 21:25	3	καὶ	kai	CONJ	G2532	. . .
John 21:25	4	ἄλλα	alla	A-NPN	G0243	more things
John 21:25	5	πολλὰ	polla	A-NPN	G4183	many
John 21:25	6	ὅσα	osa	K-APN	G3745	that
John 21:25	7	ἐποίησεν	epoihsen	V-AAI-3S	G4160	did
John 21:25	8	ὁ	o	T-NSM	G3588	-
John 21:25	9	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
John 21:25	10	ἅτινα	atina	R-NPN	G3748	-
John 21:25	11	ἐὰν	ean	COND	G1437	If
John 21:25	12	γράφηται	grafhtai	V-PPS-3S	G1125	were written down
John 21:25	13	καθ'	kaq	PREP	G2596	all of them
John 21:25	14	ἕν	en	A-ASN	G1520	. . .
John 21:25	15	οὐδὲ	oude	CONJ-N	G3761	not even
John 21:25	16	αὐτὸν	auton	P-ASM	G0846	itself
John 21:25	17	οἶμαι	oimai	V-PNI-1S	G3633	I suppose that
John 21:25	18	τὸν	ton	T-ASM	G3588	the
John 21:25	19	κόσμον	kosmon	N-ASM	G2889	world
John 21:25	20	χωρῆσαι	cwrhsai	V-AAN	G5562	would have space
John 21:25	21	τὰ	ta	T-APN	G3588	for the
John 21:25	22	γραφόμενα	grafomena	V-PPP-APN	G1125	that would be written
John 21:25	23	βιβλία	biblia	N-APN	G0975	books
John 21:25	24	Ἀμήν	amhn	HEB	G0281	Amen
Acts 1:1	1	Τὸν	ton	T-ASM	G3588	In my
Acts 1:1	2	μὲν	men	PRT	G3303	-
Acts 1:1	3	πρῶτον	prwton	A-ASM-S	G4413	first
Acts 1:1	4	λόγον	logon	N-ASM	G3056	book
Acts 1:1	5	ἐποιησάμην	epoihsamhn	V-AMI-1S	G4160	I wrote
Acts 1:1	6	περὶ	peri	PREP	G4012	about
Acts 1:1	7	πάντων	pantwn	A-GPN	G3956	all
Acts 1:1	8	ὦ	w	INJ	G5599	O
Acts 1:1	9	Θεόφιλε	qeofile	N-VSM	G2321	Theophilus
Acts 1:1	10	ὧν	wn	R-GPN	G3739	that
Acts 1:1	11	ἤρξατο	hrxato	V-AMI-3S	G0756	began
Acts 1:1	12	ὁ	o	T-NSM	G3588	-
Acts 1:1	13	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
Acts 1:1	14	ποιεῖν	poiein	V-PAN	G4160	to do
Acts 1:1	15	τε	te	PRT	G5037	-
Acts 1:1	16	καὶ	kai	CONJ	G2532	and
Acts 1:1	17	διδάσκειν	didaskein	V-PAN	G1321	to teach
Acts 1:2	1	ἄχρι	acri	ADV	G0891	until
Acts 1:2	2	ἧς	hv	R-GSF	G3739	the
Acts 1:2	3	ἡμέρας	hmerav	N-GSF	G2250	day
Acts 1:2	4	ἐντειλάμενος	enteilamenov	V-ANP-NSM	G1781	after giving instructions
Acts 1:2	5	τοῖς	toiv	T-DPM	G3588	to the
Acts 1:2	6	ἀποστόλοις	apostoloiv	N-DPM	G0652	apostles
Acts 1:2	7	διὰ	dia	PREP	G1223	through
Acts 1:2	8	πνεύματος	pneumatov	N-GSN	G4151	Spirit
Acts 1:2	9	ἁγίου	agiou	A-GSN	G0040	[the] Holy
Acts 1:2	10	οὓς	ouv	R-APM	G3739	-
Acts 1:2	11	ἐξελέξατο	exelexato	V-AMI-3S	G1586	He had chosen
Acts 1:2	12	ἀνελήφθη	anelhfqh	V-API-3S	G0353	He was taken up [to heaven]
Acts 1:3	1	οἷς	oiv	R-DPM	G3739	to [them]
Acts 1:3	2	καὶ	kai	CONJ	G2532	-
Acts 1:3	3	παρέστησεν	paresthsen	V-AAI-3S	G3936	He presented
Acts 1:3	4	ἑαυτὸν	eauton	F-3ASM	G1438	Himself
Acts 1:3	5	ζῶντα	zwnta	V-PAP-ASM	G2198	[that] He was alive
Acts 1:3	6	μετὰ	meta	PREP	G3326	After
Acts 1:3	7	τὸ	to	T-ASN	G3588	-
Acts 1:3	8	παθεῖν	paqein	V-2AAN	G3958	suffering
Acts 1:3	9	αὐτὸν	auton	P-ASM	G0846	His
Acts 1:3	10	ἐν	en	PREP	G1722	with
Acts 1:3	11	πολλοῖς	polloiv	A-DPN	G4183	many
Acts 1:3	12	τεκμηρίοις	tekmhrioiv	N-DPN	G5039	convincing proofs
Acts 1:3	13	δι'	di	PREP	G1223	over [a span ]
Acts 1:3	14	ἡμερῶν	hmerwn	N-GPF	G2250	days
Acts 1:3	15	τεσσαράκοντα	tessarakonta	A-NUI	G5062	of forty
Acts 1:3	16	ὀπτανόμενος	optanomenov	V-PNP-NSM	G3700	He appeared
Acts 1:3	17	αὐτοῖς	autoiv	P-DPM	G0846	to them
Acts 1:3	18	καὶ	kai	CONJ	G2532	and
Acts 1:3	19	λέγων	legwn	V-PAP-NSM	G3004	spoke
Acts 1:3	20	τὰ	ta	T-APN	G3588	-
Acts 1:3	21	περὶ	peri	PREP	G4012	about
Acts 1:3	22	τῆς	thv	T-GSF	G3588	the
Acts 1:3	23	βασιλείας	basileiav	N-GSF	G0932	kingdom
Acts 1:3	24	τοῦ	tou	T-GSM	G3588	-
Acts 1:3	25	θεοῦ	qeou	N-GSM	G2316	of God
Acts 1:4	1	Καὶ	kai	CONJ	G2532	And
Acts 1:4	2	συναλιζόμενος	sunalizomenov	V-PNP-NSM	G4871	while they were gathered together
Acts 1:4	3	παρήγγειλεν	parhggeilen	V-AAI-3S	G3853	He commanded
Acts 1:4	4	αὐτοῖς	autoiv	P-DPM	G0846	them
Acts 1:4	5	ἀπὸ	apo	PREP	G0575	. . .
Acts 1:4	6	Ἱεροσολύμων	ierosolumwn	N-GPN	G2414	Jerusalem
Acts 1:4	7	μὴ	mh	PRT-N	G3361	vvv
Acts 1:4	8	χωρίζεσθαι	cwrizesqai	V-PPN	G5563	Do not leave
Acts 1:4	9	ἀλλὰ	alla	CONJ	G0235	but
Acts 1:4	10	περιμένειν	perimenein	V-PAN	G4037	wait for
Acts 1:4	11	τὴν	thn	T-ASF	G3588	the [gift]
Acts 1:4	12	ἐπαγγελίαν	epaggelian	N-ASF	G1860	promised
Acts 1:4	13	τοῦ	tou	T-GSM	G3588	the
Acts 1:4	14	πατρός	patrov	N-GSM	G3962	Father
Acts 1:4	15	Ἣν	hn	R-ASF	G3739	which
Acts 1:4	16	ἠκούσατέ	hkousate	V-AAI-2P	G0191	you have heard
Acts 1:4	17	μου	mou	P-1GS	G1473	Me [ discuss ]
Acts 1:5	1	ὅτι	oti	CONJ	G3754	For
Acts 1:5	2	Ἰωάννης	iwannhv	N-NSM	G2491	John
Acts 1:5	3	μὲν	men	PRT	G3303	. . .
Acts 1:5	4	ἐβάπτισεν	ebaptisen	V-AAI-3S	G0907	baptized
Acts 1:5	5	ὕδατι	udati	N-DSN	G5204	with water
Acts 1:5	6	ὑμεῖς	umeiv	P-2NP	G4771	you
Acts 1:5	7	δὲ	de	CONJ	G1161	but
Acts 1:5	8	βαπτισθήσεσθε	baptisqhsesqe	V-FPI-2P	G0907	will be baptized
Acts 1:5	9	ἐν	en	PREP	G1722	with
Acts 1:5	10	πνεύματι	pneumati	N-DSN	G4151	Spirit
Acts 1:5	11	ἁγίῳ	agiw	A-DSN	G0040	[the] Holy
Acts 1:5	12	οὐ	ou	PRT-N	G3756	vvv
Acts 1:5	13	μετὰ	meta	PREP	G3326	-
Acts 1:5	14	πολλὰς	pollav	A-APF	G4183	in a few
Acts 1:5	15	ταύτας	tautav	D-APF	G3778	-
Acts 1:5	16	ἡμέρας	hmerav	N-APF	G2250	days
Acts 1:6	1	Οἱ	oi	T-NPM	G3588	[when] they
Acts 1:6	2	μὲν	men	PRT	G3303	-
Acts 1:6	3	οὖν	oun	CONJ	G3767	So
Acts 1:6	4	συνελθόντες	sunelqontev	V-2AAP-NPM	G4905	came together
Acts 1:6	5	ἐπηρώτων	ephrwtwn	V-IAI-3P	G1905	they asked
Acts 1:6	6	αὐτὸν	auton	P-ASM	G0846	Him
Acts 1:6	7	λέγοντες	legontev	V-PAP-NPM	G3004	-
Acts 1:6	8	Κύριε	kurie	N-VSM	G2962	Lord
Acts 1:6	9	εἰ	ei	COND	G1487	vvv
Acts 1:6	10	ἐν	en	PREP	G1722	{will You} at
Acts 1:6	11	τῷ	tw	T-DSM	G3588	-
Acts 1:6	12	χρόνῳ	cronw	N-DSM	G5550	time
Acts 1:6	13	τούτῳ	toutw	D-DSM	G3778	this
Acts 1:6	14	ἀποκαθιστάνεις	apokaqistaneiv	V-PAI-2S	G0600	restore
Acts 1:6	15	τὴν	thn	T-ASF	G3588	the
Acts 1:6	16	βασιλείαν	basileian	N-ASF	G0932	kingdom
Acts 1:6	17	τῷ	tw	T-DSM	G3588	-
Acts 1:6	18	Ἰσραήλ	israhl	N-PRI	G2474	to Israel
Acts 1:7	1	Εἶπεν	eipen	V-2AAI-3S	G3004	[Jesus] replied
Acts 1:7	2	δὲ	de	CONJ	G1161	-
Acts 1:7	3	πρὸς	prov	PREP	G4314	. . .
Acts 1:7	4	αὐτούς	autouv	P-APM	G0846	. . .
Acts 1:7	5	Οὐχ	ouc	PRT-N	G3756	not
Acts 1:7	6	ὑμῶν	umwn	P-2GP	G4771	for you
Acts 1:7	7	ἐστιν	estin	V-PAI-3S	G1510	It is
Acts 1:7	8	γνῶναι	gnwnai	V-2AAN	G1097	to know
Acts 1:7	9	χρόνους	cronouv	N-APM	G5550	times
Acts 1:7	10	ἢ	h	PRT	G2228	or
Acts 1:7	11	καιροὺς	kairouv	N-APM	G2540	seasons
Acts 1:7	12	οὓς	ouv	R-APM	G3739	that
Acts 1:7	13	ὁ	o	T-NSM	G3588	the
Acts 1:7	14	πατὴρ	pathr	N-NSM	G3962	Father
Acts 1:7	15	ἔθετο	eqeto	V-2AMI-3S	G5087	has fixed
Acts 1:7	16	ἐν	en	PREP	G1722	by
Acts 1:7	17	τῇ	th	T-DSF	G3588	-
Acts 1:7	18	ἰδίᾳ	idia	A-DSF	G2398	His own
Acts 1:7	19	ἐξουσίᾳ	exousia	N-DSF	G1849	authority
Acts 1:8	1	Ἀλλὰ	alla	CONJ	G0235	But
Acts 1:8	2	λήψεσθε	lhyesqe	V-FDI-2P	G2983	you will receive
Acts 1:8	3	δύναμιν	dunamin	N-ASF	G1411	power
Acts 1:8	4	ἐπελθόντος	epelqontov	V-2AAP-GSN	G1904	comes
Acts 1:8	5	τοῦ	tou	T-GSN	G3588	[when] the
Acts 1:8	6	ἁγίου	agiou	A-GSN	G0040	Holy
Acts 1:8	7	πνεύματος	pneumatov	N-GSN	G4151	Spirit
Acts 1:8	8	ἐφ'	ef	PREP	G1909	upon
Acts 1:8	9	ὑμᾶς	umav	P-2AP	G4771	you
Acts 1:8	10	καὶ	kai	CONJ	G2532	and
Acts 1:8	11	ἔσεσθέ	esesqe	V-FDI-2P	G1510	you will be
Acts 1:8	12	μοι	moi	P-1DS	G1473	to Me
Acts 1:8	13	μάρτυρες	marturev	N-NPM	G3144	witnesses
Acts 1:8	14	ἔν	en	PREP	G1722	in
Acts 1:8	15	τε	te	PRT	G5037	-
Acts 1:8	16	Ἱερουσαλήμ	ierousalhm	N-PRI	G2419	Jerusalem
Acts 1:8	17	καὶ	kai	CONJ	G2532	and
Acts 1:8	18	ἐν	en	PREP	G1722	in
Acts 1:8	19	πάσῃ	pash	A-DSF	G3956	all
Acts 1:8	20	τῇ	th	T-DSF	G3588	-
Acts 1:8	21	Ἰουδαίᾳ	ioudaia	N-DSF	G2449	Judea
Acts 1:8	22	καὶ	kai	CONJ	G2532	and
Acts 1:8	23	Σαμαρείᾳ	samareia	N-DSF	G4540	Samaria
Acts 1:8	24	καὶ	kai	CONJ	G2532	and
Acts 1:8	25	ἕως	ewv	ADV	G2193	to
Acts 1:8	26	ἐσχάτου	escatou	A-GSM-S	G2078	[the] ends
Acts 1:8	27	τῆς	thv	T-GSF	G3588	of the
Acts 1:8	28	γῆς	ghv	N-GSF	G1093	earth
Acts 1:9	1	Καὶ	kai	CONJ	G2532	[After]
Acts 1:9	2	ταῦτα	tauta	D-APN	G3778	this
Acts 1:9	3	εἰπών	eipwn	V-2AAP-NSM	G3004	He had said
Acts 1:9	4	βλεπόντων	blepontwn	V-PAP-GPM	G0991	watched as
Acts 1:9	5	αὐτῶν	autwn	P-GPM	G0846	they
Acts 1:9	6	ἐπήρθη	ephrqh	V-API-3S	G1869	He was taken up
Acts 1:9	7	καὶ	kai	CONJ	G2532	and
Acts 1:9	8	νεφέλη	nefelh	N-NSF	G3507	a cloud
Acts 1:9	9	ὑπέλαβεν	upelaben	V-2AAI-3S	G5274	hid
Acts 1:9	10	αὐτὸν	auton	P-ASM	G0846	Him
Acts 1:9	11	ἀπὸ	apo	PREP	G0575	from
Acts 1:9	12	τῶν	twn	T-GPM	G3588	-
Acts 1:9	13	ὀφθαλμῶν	ofqalmwn	N-GPM	G3788	sight
Acts 1:9	14	αὐτῶν	autwn	P-GPM	G0846	their
Acts 1:10	1	Καὶ	kai	CONJ	G2532	-
Acts 1:10	2	ὡς	wv	ADV	G5613	-
Acts 1:10	3	ἀτενίζοντες	atenizontev	V-PAP-NPM	G0816	looking intently
Acts 1:10	4	ἦσαν	hsan	V-IAI-3P	G1510	They were
Acts 1:10	5	εἰς	eiv	PREP	G1519	into
Acts 1:10	6	τὸν	ton	T-ASM	G3588	the
Acts 1:10	7	οὐρανόν	ouranon	N-ASM	G3772	sky
Acts 1:10	8	πορευομένου	poreuomenou	V-PNP-GSM	G4198	was going
Acts 1:10	9	αὐτοῦ	autou	P-GSM	G0846	as He
Acts 1:10	10	καὶ	kai	CONJ	G2532	[when]
Acts 1:10	11	ἰδοὺ	idou	V-2AMM-2S	G3708	suddenly
Acts 1:10	12	ἄνδρες	andrev	N-NPM	G0435	men
Acts 1:10	13	δύο	duo	A-NUI	G1417	two
Acts 1:10	14	παρειστήκεισαν	pareisthkeisan	V-LAI-3P	G3936	stood beside
Acts 1:10	15	αὐτοῖς	autoiv	P-DPM	G0846	them
Acts 1:10	16	ἐν	en	PREP	G1722	in
Acts 1:10	17	ἐσθῆτι	esqhti	N-DSF	G2066	dressed
Acts 1:10	18	λευκῇ	leukh	A-DSF	G3022	white
Acts 1:11	1	οἳ	oi	R-NPM	G3739	-
Acts 1:11	2	καὶ	kai	CONJ	G2532	-
Acts 1:11	3	εἶπον	eipon	V-2AAI-3P	G3004	they said
Acts 1:11	4	Ἄνδρες	andrev	N-VPM	G0435	Men
Acts 1:11	5	Γαλιλαῖοι	galilaioi	N-VPM	G1057	of Galilee
Acts 1:11	6	τί	ti	I-ASN	G5101	why
Acts 1:11	7	ἑστήκατε	esthkate	V-RAI-2P	G2476	do you stand [here]
Acts 1:11	8	ἐμβλέποντες	emblepontev	V-PAP-NPM	G1689	looking
Acts 1:11	9	εἰς	eiv	PREP	G1519	into
Acts 1:11	10	τὸν	ton	T-ASM	G3588	the
Acts 1:11	11	οὐρανόν	ouranon	N-ASM	G3772	sky
Acts 1:11	12	Οὗτος	outov	D-NSM	G3778	This
Acts 1:11	13	ὁ	o	T-NSM	G3588	[same]
Acts 1:11	14	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
Acts 1:11	15	ὁ	o	T-NSM	G3588	who
Acts 1:11	16	ἀναληφθεὶς	analhfqeiv	V-APP-NSM	G0353	has been taken
Acts 1:11	17	ἀφ'	af	PREP	G0575	from
Acts 1:11	18	ὑμῶν	umwn	P-2GP	G4771	you
Acts 1:11	19	εἰς	eiv	PREP	G1519	into
Acts 1:11	20	τὸν	ton	T-ASM	G3588	-
Acts 1:11	21	οὐρανόν	ouranon	N-ASM	G3772	heaven
Acts 1:11	22	οὕτως	outwv	ADV	G3779	-
Acts 1:11	23	ἐλεύσεται	eleusetai	V-FDI-3S	G2064	will come back
Acts 1:11	24	ὃν	on	R-ASM	G3739	in the same way
Acts 1:11	25	τρόπον	tropon	N-ASM	G5158	. . .
Acts 1:11	26	ἐθεάσασθε	eqeasasqe	V-ADI-2P	G2300	you have seen
Acts 1:11	27	αὐτὸν	auton	P-ASM	G0846	Him
Acts 1:11	28	πορευόμενον	poreuomenon	V-PNP-ASM	G4198	go
Acts 1:11	29	εἰς	eiv	PREP	G1519	into
Acts 1:11	30	τὸν	ton	T-ASM	G3588	-
Acts 1:11	31	οὐρανόν	ouranon	N-ASM	G3772	heaven
Acts 1:12	1	Τότε	tote	ADV	G5119	Then
Acts 1:12	2	ὑπέστρεψαν	upestreyan	V-AAI-3P	G5290	they returned
Acts 1:12	3	εἰς	eiv	PREP	G1519	to
Acts 1:12	4	Ἱερουσαλὴμ	ierousalhm	N-PRI	G2419	Jerusalem
Acts 1:12	5	ἀπὸ	apo	PREP	G0575	from
Acts 1:12	6	ὄρους	orouv	N-GSN	G3735	[the] Mount
Acts 1:12	7	τοῦ	tou	T-GSN	G3588	-
Acts 1:12	8	καλουμένου	kaloumenou	V-PPP-GSN	G2564	of
Acts 1:12	9	Ἐλαιῶνος	elaiwnov	N-GSM	G1638	Olives
Acts 1:12	10	ὅ	o	R-NSN	G3739	which
Acts 1:12	11	ἐστιν	estin	V-PAI-3S	G1510	is
Acts 1:12	12	ἐγγὺς	egguv	ADV	G1451	near
Acts 1:12	13	Ἱερουσαλήμ	ierousalhm	N-PRI	G2419	[the city]
Acts 1:12	14	σαββάτου	sabbatou	N-GSN	G4521	a Sabbath day’s
Acts 1:12	15	ἔχον	econ	V-PAP-NSN	G2192	away
