reference	n	greek	transliteration	parsing	strongs	english
Titus 3:8	1	Πιστὸς	pistov	A-NSM	G4103	[is] trustworthy
Titus 3:8	2	ὁ	o	T-NSM	G3588	[This]
Titus 3:8	3	λόγος	logov	N-NSM	G3056	saying
Titus 3:8	4	καὶ	kai	CONJ	G2532	And
Titus 3:8	5	περὶ	peri	PREP	G4012	. . .
Titus 3:8	6	τούτων	toutwn	D-GPN	G3778	these things
Titus 3:8	7	βούλομαί	boulomai	V-PNI-1S	G1014	I want
Titus 3:8	8	σε	se	P-2AS	G4771	you
Titus 3:8	9	διαβεβαιοῦσθαι	diabebaiousqai	V-PNN	G1226	to emphasize
Titus 3:8	10	ἵνα	ina	CONJ	G2443	so that
Titus 3:8	11	φροντίζωσιν	frontizwsin	V-PAS-3P	G5431	will take care
Titus 3:8	12	καλῶν	kalwn	A-GPN	G2570	good
Titus 3:8	13	ἔργων	ergwn	N-GPN	G2041	deeds
Titus 3:8	14	προΐστασθαι	proistasqai	V-PMN	G4291	to devote themselves to
Titus 3:8	15	οἱ	oi	T-NPM	G3588	those who
Titus 3:8	16	πεπιστευκότες	pepisteukotev	V-RAP-NPM	G4100	have believed
Titus 3:8	17	θεῷ	qew	N-DSM	G2316	God
Titus 3:8	18	Ταῦτά	tauta	D-NPN	G3778	These things
Titus 3:8	19	ἐστιν	estin	V-PAI-3S	G1510	are
Titus 3:8	20	τὰ	ta	T-NPN	G3588	
Titus 3:8	21	καλὰ	kala	A-NPN	G2570	excellent
Titus 3:8	22	καὶ	kai	CONJ	G2532	and
Titus 3:8	23	ὠφέλιμα	wfelima	A-NPN	G5624	profitable
Titus 3:8	24	τοῖς	toiv	T-DPM	G3588	for the
Titus 3:8	25	ἀνθρώποις	anqrwpoiv	N-DPM	G0444	people
Titus 3:9	1	μωρὰς	mwrav	A-APF	G3474	foolish
Titus 3:9	2	δὲ	de	CONJ	G1161	But
Titus 3:9	3	ζητήσεις	zhthseiv	N-APF	G2214	controversies
Titus 3:9	4	καὶ	kai	CONJ	G2532	-
Titus 3:9	5	γενεαλογίας	genealogiav	N-APF	G1076	genealogies
Titus 3:9	6	καὶ	kai	CONJ	G2532	-
Titus 3:9	7	ἔρεις	ereiv	N-APF	G2054	arguments
Titus 3:9	8	καὶ	kai	CONJ	G2532	and
Titus 3:9	9	μάχας	macav	N-APF	G3163	quarrels
Titus 3:9	10	νομικὰς	nomikav	A-APF	G3544	about [the] law
Titus 3:9	11	περιΐστασο	periistaso	V-PMM-2S	G4026	avoid
Titus 3:9	12	εἰσὶν	eisin	V-PAI-3P	G1510	[these things] are
Titus 3:9	13	γὰρ	gar	CONJ	G1063	because
Titus 3:9	14	ἀνωφελεῖς	anwfeleiv	A-NPF	G0512	pointless
Titus 3:9	15	καὶ	kai	CONJ	G2532	and
Titus 3:9	16	μάταιοι	mataioi	A-NPF	G3152	worthless
Titus 3:10	1	Αἱρετικὸν	airetikon	A-ASM	G0141	a divisive
Titus 3:10	2	ἄνθρωπον	anqrwpon	N-ASM	G0444	man
Titus 3:10	3	μετὰ	meta	PREP	G3326	after
Titus 3:10	4	μίαν	mian	A-ASF	G1520	a first
Titus 3:10	5	καὶ	kai	CONJ	G2532	and
Titus 3:10	6	δευτέραν	deuteran	A-ASF	G1208	second
Titus 3:10	7	νουθεσίαν	nouqesian	N-ASF	G3559	admonition
Titus 3:10	8	παραιτοῦ	paraitou	V-PNM-2S	G3868	Reject
Titus 3:11	1	εἰδὼς	eidwv	V-RAP-NSM	G1492	knowing
Titus 3:11	2	ὅτι	oti	CONJ	G3754	that
Titus 3:11	3	ἐξέστραπται	exestraptai	V-RPI-3S	G1612	is corrupt
Titus 3:11	4	ὁ	o	T-NSM	G3588	-
Titus 3:11	5	τοιοῦτος	toioutov	D-NSM	G5108	such a man
Titus 3:11	6	καὶ	kai	CONJ	G2532	and
Titus 3:11	7	ἁμαρτάνει	amartanei	V-PAI-3S	G0264	sinful
Titus 3:11	8	ὢν	wn	V-PAP-NSM	G1510	he is
Titus 3:11	9	αὐτοκατάκριτος	autokatakritov	A-NSM	G0843	self-condemned
Titus 3:12	1	Ὅταν	otan	CONJ	G3752	As soon as
Titus 3:12	2	πέμψω	pemyw	V-FAI-1S	G3992	I send
Titus 3:12	3	Ἀρτεμᾶν	arteman	N-ASM	G0734	Artemas
Titus 3:12	4	πρός	prov	PREP	G4314	to
Titus 3:12	5	σε	se	P-2AS	G4771	you
Titus 3:12	6	ἢ	h	PRT	G2228	or
Titus 3:12	7	Τυχικόν	tucikon	N-ASM	G5190	Tychicus
Titus 3:12	8	σπούδασον	spoudason	V-AAM-2S	G4704	make every effort
Titus 3:12	9	ἐλθεῖν	elqein	V-2AAN	G2064	to come
Titus 3:12	10	πρός	prov	PREP	G4314	to
Titus 3:12	11	με	me	P-1AS	G1473	me
Titus 3:12	12	εἰς	eiv	PREP	G1519	at
Titus 3:12	13	Νικόπολιν	nikopolin	N-ASF	G3533	Nicopolis
Titus 3:12	14	ἐκεῖ	ekei	ADV	G1563	there
Titus 3:12	15	γὰρ	gar	CONJ	G1063	because
Titus 3:12	16	κέκρικα	kekrika	V-RAI-1S	G2919	I have decided
Titus 3:12	17	παραχειμάσαι	paraceimasai	V-AAN	G3914	to winter
Titus 3:13	1	Ζηνᾶν	zhnan	N-ASM	G2211	Zenas
Titus 3:13	2	τὸν	ton	T-ASM	G3588	the
Titus 3:13	3	νομικὸν	nomikon	A-ASM	G3544	lawyer
Titus 3:13	4	καὶ	kai	CONJ	G2532	and
Titus 3:13	5	Ἀπολλὼ	apollw	N-ASM	G0625	Apollos
Titus 3:13	6	σπουδαίως	spoudaiwv	ADV	G4709	Do your best
Titus 3:13	7	πρόπεμψον	propemyon	V-AAM-2S	G4311	to equip
Titus 3:13	8	ἵνα	ina	CONJ	G2443	so that
Titus 3:13	9	μηδὲν	mhden	A-ASN-N	G3367	. . .
Titus 3:13	10	αὐτοῖς	autoiv	P-DPM	G0846	they
Titus 3:13	11	λείπῃ	leiph	V-PAS-3S	G3007	will have everything they need
Titus 3:14	1	Μανθανέτωσαν	manqanetwsan	V-PAM-3P	G3129	learn
Titus 3:14	2	δὲ	de	CONJ	G1161	And
Titus 3:14	3	καὶ	kai	CONJ	G2532	must also
Titus 3:14	4	οἱ	oi	T-NPM	G3588	-
Titus 3:14	5	ἡμέτεροι	hmeteroi	S-1PNPM	G2251	our [people]
Titus 3:14	6	καλῶν	kalwn	A-GPN	G2570	good
Titus 3:14	7	ἔργων	ergwn	N-GPN	G2041	works
Titus 3:14	8	προΐστασθαι	proistasqai	V-PMN	G4291	to devote themselves to
Titus 3:14	9	εἰς	eiv	PREP	G1519	in order to meet
Titus 3:14	10	τὰς	tav	T-APF	G3588	-
Titus 3:14	11	ἀναγκαίας	anagkaiav	A-APF	G0316	[the] pressing
Titus 3:14	12	χρείας	creiav	N-APF	G5532	needs [of others]
Titus 3:14	13	ἵνα	ina	CONJ	G2443	so that
Titus 3:14	14	μὴ	mh	PRT-N	G3361	vvv
Titus 3:14	15	ὦσιν	wsin	V-PAS-3P	G1510	they will not be
Titus 3:14	16	ἄκαρποι	akarpoi	A-NPM	G0175	unfruitful
Titus 3:15	1	Ἀσπάζονταί	aspazontai	V-PNI-3P	G0782	send you greetings
Titus 3:15	2	σε	se	P-2AS	G4771	. . .
Titus 3:15	3	οἱ	oi	T-NPM	G3588	who [are]
Titus 3:15	4	μετ'	met	PREP	G3326	with
Titus 3:15	5	ἐμοῦ	emou	P-1GS	G1473	me
Titus 3:15	6	πάντες	pantev	A-NPM	G3956	All
Titus 3:15	7	Ἄσπασαι	aspasai	V-ADM-2S	G0782	Greet
Titus 3:15	8	τοὺς	touv	T-APM	G3588	those who
Titus 3:15	9	φιλοῦντας	filountav	V-PAP-APM	G5368	love
Titus 3:15	10	ἡμᾶς	hmav	P-1AP	G1473	us
Titus 3:15	11	ἐν	en	PREP	G1722	in
Titus 3:15	12	πίστει	pistei	N-DSF	G4102	[the] faith
Titus 3:15	13	Ἡ	h	T-NSF	G3588	-
Titus 3:15	14	χάρις	cariv	N-NSF	G5485	Grace [be]
Titus 3:15	15	μετὰ	meta	PREP	G3326	with
Titus 3:15	16	πάντων	pantwn	A-GPM	G3956	all
Titus 3:15	17	ὑμῶν	umwn	P-2GP	G4771	of you
Titus 3:15	18	Ἀμήν	amhn	HEB	G0281	Amen
Philemon 1:1	1	Παῦλος	paulov	N-NSM	G3972	Paul
Philemon 1:1	2	δέσμιος	desmiov	N-NSM	G1198	a prisoner
Philemon 1:1	3	χριστοῦ	cristou	N-GSM	G5547	of Christ
Philemon 1:1	4	Ἰησοῦ	ihsou	N-GSM	G2424	Jesus
Philemon 1:1	5	καὶ	kai	CONJ	G2532	and
Philemon 1:1	6	Τιμόθεος	timoqeov	N-NSM	G5095	Timothy
Philemon 1:1	7	ὁ	o	T-NSM	G3588	[our]
Philemon 1:1	8	ἀδελφός	adelfov	N-NSM	G0080	brother
Philemon 1:1	9	Φιλήμονι	filhmoni	N-DSM	G5371	To Philemon
Philemon 1:1	10	τῷ	tw	T-DSM	G3588	-
Philemon 1:1	11	ἀγαπητῷ	agaphtw	A-DSM	G0027	beloved
Philemon 1:1	12	καὶ	kai	CONJ	G2532	-
Philemon 1:1	13	συνεργῷ	sunergw	A-DSM	G4904	fellow worker
Philemon 1:1	14	ἡμῶν	hmwn	P-1GP	G1473	our
Philemon 1:2	1	καὶ	kai	CONJ	G2532	-
Philemon 1:2	2	Ἀπφίᾳ	apfia	N-DSF	G0682	to Apphia
Philemon 1:2	3	τῇ	th	T-DSF	G3588	our
Philemon 1:2	4	ἀγαπητῇ	agaphth	A-DSF	G0027	beloved
Philemon 1:2	5	καὶ	kai	CONJ	G2532	-
Philemon 1:2	6	Ἀρχίππῳ	arcippw	N-DSM	G0751	to Archippus
Philemon 1:2	7	τῷ	tw	T-DSM	G3588	-
Philemon 1:2	8	συστρατιώτῃ	sustratiwth	N-DSM	G4961	fellow soldier
Philemon 1:2	9	ἡμῶν	hmwn	P-1GP	G1473	our
Philemon 1:2	10	καὶ	kai	CONJ	G2532	and
Philemon 1:2	11	τῇ	th	T-DSF	G3588	to the
Philemon 1:2	12	κατ'	kat	PREP	G2596	[that meets] at
Philemon 1:2	13	οἶκόν	oikon	N-ASM	G3624	house
Philemon 1:2	14	σου	sou	P-2GS	G4771	your
Philemon 1:2	15	ἐκκλησίᾳ	ekklhsia	N-DSF	G1577	church
Philemon 1:3	1	χάρις	cariv	N-NSF	G5485	Grace
Philemon 1:3	2	ὑμῖν	umin	P-2DP	G4771	to you
Philemon 1:3	3	καὶ	kai	CONJ	G2532	and
Philemon 1:3	4	εἰρήνη	eirhnh	N-NSF	G1515	peace
Philemon 1:3	5	ἀπὸ	apo	PREP	G0575	from
Philemon 1:3	6	θεοῦ	qeou	N-GSM	G2316	God
Philemon 1:3	7	πατρὸς	patrov	N-GSM	G3962	Father
Philemon 1:3	8	ἡμῶν	hmwn	P-1GP	G1473	our
Philemon 1:3	9	καὶ	kai	CONJ	G2532	and
Philemon 1:3	10	κυρίου	kuriou	N-GSM	G2962	[the] Lord
Philemon 1:3	11	Ἰησοῦ	ihsou	N-GSM	G2424	Jesus
Philemon 1:3	12	χριστοῦ	cristou	N-GSM	G5547	Christ
Philemon 1:4	1	Εὐχαριστῶ	eucaristw	V-PAI-1S	G2168	I always thank
Philemon 1:4	2	τῷ	tw	T-DSM	G3588	-
Philemon 1:4	3	θεῷ	qew	N-DSM	G2316	God
Philemon 1:4	4	μου	mou	P-1GS	G1473	my
Philemon 1:4	5	πάντοτε	pantote	ADV	G3842	. . .
Philemon 1:4	6	μνείαν	mneian	N-ASF	G3417	. . .
Philemon 1:4	7	σου	sou	P-2GS	G4771	you
Philemon 1:4	8	ποιούμενος	poioumenov	V-PMP-NSM	G4160	remembering
Philemon 1:4	9	ἐπὶ	epi	PREP	G1909	in
Philemon 1:4	10	τῶν	twn	T-GPF	G3588	-
Philemon 1:4	11	προσευχῶν	proseucwn	N-GPF	G4335	prayers
Philemon 1:4	12	μου	mou	P-1GS	G1473	my
Philemon 1:5	1	ἀκούων	akouwn	V-PAP-NSM	G0191	because I hear about
Philemon 1:5	2	σου	sou	P-2GS	G4771	your
Philemon 1:5	3	τὴν	thn	T-ASF	G3588	-
Philemon 1:5	4	ἀγάπην	agaphn	N-ASF	G0026	love
Philemon 1:5	5	καὶ	kai	CONJ	G2532	-
Philemon 1:5	6	τὴν	thn	T-ASF	G3588	-
Philemon 1:5	7	πίστιν	pistin	N-ASF	G4102	faith
Philemon 1:5	8	ἣν	hn	R-ASF	G3739	-
Philemon 1:5	9	ἔχεις	eceiv	V-PAI-2S	G2192	your
Philemon 1:5	10	πρὸς	prov	PREP	G4314	in
Philemon 1:5	11	τὸν	ton	T-ASM	G3588	the
Philemon 1:5	12	κύριον	kurion	N-ASM	G2962	Lord
Philemon 1:5	13	Ἰησοῦν	ihsoun	N-ASM	G2424	Jesus
Philemon 1:5	14	καὶ	kai	CONJ	G2532	and
Philemon 1:5	15	εἰς	eiv	PREP	G1519	for
Philemon 1:5	16	πάντας	pantav	A-APM	G3956	all
Philemon 1:5	17	τοὺς	touv	T-APM	G3588	the
Philemon 1:5	18	ἁγίους	agiouv	A-APM	G0040	saints
Philemon 1:6	1	ὅπως	opwv	ADV	G3704	[I pray] that
Philemon 1:6	2	ἡ	h	T-NSF	G3588	-
Philemon 1:6	3	κοινωνία	koinwnia	N-NSF	G2842	partnership
Philemon 1:6	4	τῆς	thv	T-GSF	G3588	in the
Philemon 1:6	5	πίστεώς	pistewv	N-GSF	G4102	faith
Philemon 1:6	6	σου	sou	P-2GS	G4771	your
Philemon 1:6	7	ἐνεργὴς	energhv	A-NSF	G1756	effective
Philemon 1:6	8	γένηται	genhtai	V-2ADS-3S	G1096	may become
Philemon 1:6	9	ἐν	en	PREP	G1722	as
Philemon 1:6	10	ἐπιγνώσει	epignwsei	N-DSF	G1922	you fully acknowledge
Philemon 1:6	11	παντὸς	pantov	A-GSN	G3956	every
Philemon 1:6	12	ἀγαθοῦ	agaqou	A-GSN	G0018	good [thing]
Philemon 1:6	13	τοῦ	tou	T-GSN	G3588	that [is]
Philemon 1:6	14	ἐν	en	PREP	G1722	vvv
Philemon 1:6	15	ἡμῖν	hmin	P-1DP	G1473	ours
Philemon 1:6	16	εἰς	eiv	PREP	G1519	in
Philemon 1:6	17	χριστὸν	criston	N-ASM	G5547	Christ
Philemon 1:6	18	Ἰησοῦν	ihsoun	N-ASM	G2424	Jesus
Philemon 1:7	1	Χάριν	carin	N-ASF	G5485	joy
Philemon 1:7	2	γὰρ	gar	CONJ	G1063	-
Philemon 1:7	3	ἔχομεν	ecomen	V-PAI-1P	G2192	We take
Philemon 1:7	4	πολλὴν	pollhn	A-ASF	G4183	great
Philemon 1:7	5	καὶ	kai	CONJ	G2532	and
Philemon 1:7	6	παράκλησιν	paraklhsin	N-ASF	G3874	encouragement
Philemon 1:7	7	ἐπὶ	epi	PREP	G1909	in
Philemon 1:7	8	τῇ	th	T-DSF	G3588	-
Philemon 1:7	9	ἀγάπῃ	agaph	N-DSF	G0026	love
Philemon 1:7	10	σου	sou	P-2GS	G4771	your
Philemon 1:7	11	ὅτι	oti	CONJ	G3754	because
Philemon 1:7	12	τὰ	ta	T-NPN	G3588	the
Philemon 1:7	13	σπλάγχνα	splagcna	N-NPN	G4698	hearts
Philemon 1:7	14	τῶν	twn	T-GPM	G3588	of the
Philemon 1:7	15	ἁγίων	agiwn	A-GPM	G0040	saints
Philemon 1:7	16	ἀναπέπαυται	anapepautai	V-RPI-3S	G0373	have refreshed
Philemon 1:7	17	διὰ	dia	PREP	G1223	-
Philemon 1:7	18	σοῦ	sou	P-2GS	G4771	you
Philemon 1:7	19	ἀδελφέ	adelfe	N-VSM	G0080	brother
Philemon 1:8	1	Διὸ	dio	CONJ	G1352	So
Philemon 1:8	2	πολλὴν	pollhn	A-ASF	G4183	enough
Philemon 1:8	3	ἐν	en	PREP	G1722	{although} in
Philemon 1:8	4	χριστῷ	cristw	N-DSM	G5547	Christ
Philemon 1:8	5	παρρησίαν	parrhsian	N-ASF	G3954	bold
Philemon 1:8	6	ἔχων	ecwn	V-PAP-NSM	G2192	I am
Philemon 1:8	7	ἐπιτάσσειν	epitassein	V-PAN	G2004	to order
Philemon 1:8	8	σοι	soi	P-2DS	G4771	you [to do]
Philemon 1:8	9	τὸ	to	T-ASN	G3588	what [is]
Philemon 1:8	10	ἀνῆκον	anhkon	V-PAP-ASN	G0433	proper
Philemon 1:9	1	διὰ	dia	PREP	G1223	on the basis of
Philemon 1:9	2	τὴν	thn	T-ASF	G3588	-
Philemon 1:9	3	ἀγάπην	agaphn	N-ASF	G0026	love
Philemon 1:9	4	μᾶλλον	mallon	ADV	G3123	vvv
Philemon 1:9	5	παρακαλῶ	parakalw	V-PAI-1S	G3870	I prefer to appeal
Philemon 1:9	6	τοιοῦτος	toioutov	D-NSM	G5108	I
Philemon 1:9	7	ὢν	wn	V-PAP-NSM	G1510	am
Philemon 1:9	8	ὡς	wv	ADV	G5613	[For]
Philemon 1:9	9	Παῦλος	paulov	N-NSM	G3972	Paul
Philemon 1:9	10	πρεσβύτης	presbuthv	N-NSM	G4246	aged
Philemon 1:9	11	νυνὶ	nuni	ADV	G3570	now
Philemon 1:9	12	δὲ	de	CONJ	G1161	and
Philemon 1:9	13	καὶ	kai	CONJ	G2532	as well
Philemon 1:9	14	δέσμιος	desmiov	N-NSM	G1198	a prisoner
Philemon 1:9	15	Ἰησοῦ	ihsou	N-GSM	G2424	of Jesus
Philemon 1:9	16	χριστοῦ	cristou	N-GSM	G5547	Christ
Philemon 1:10	1	Παρακαλῶ	parakalw	V-PAI-1S	G3870	I appeal
Philemon 1:10	2	σε	se	P-2AS	G4771	to you
Philemon 1:10	3	περὶ	peri	PREP	G4012	for
Philemon 1:10	4	τοῦ	tou	T-GSN	G3588	-
Philemon 1:10	5	ἐμοῦ	emou	S-1SGSN	G1699	my
Philemon 1:10	6	τέκνου	teknou	N-GSN	G5043	child
Philemon 1:10	7	ὃν	on	R-ASM	G3739	whose
Philemon 1:10	8	ἐγέννησα	egennhsa	V-AAI-1S	G1080	father I became
Philemon 1:10	9	ἐν	en	PREP	G1722	[while I was] in
Philemon 1:10	10	τοῖς	toiv	T-DPM	G3588	-
Philemon 1:10	11	δεσμοῖς	desmoiv	N-DPM	G1199	chains
Philemon 1:10	12	μου	mou	P-1GS	G1473	my
Philemon 1:10	13	Ὀνήσιμον	onhsimon	N-ASM	G3682	Onesimus
Philemon 1:11	1	τόν	ton	T-ASM	G3588	-
Philemon 1:11	2	ποτέ	pote	PRT	G4218	Formerly
Philemon 1:11	3	σοι	soi	P-2DS	G4771	to you
Philemon 1:11	4	ἄχρηστον	acrhston	A-ASM	G0890	[he was] useless
Philemon 1:11	5	νυνὶ	nuni	ADV	G3570	now
Philemon 1:11	6	δὲ	de	CONJ	G1161	but
Philemon 1:11	7	σοὶ	soi	P-2DS	G4771	[both] to you
Philemon 1:11	8	καὶ	kai	CONJ	G2532	and
Philemon 1:11	9	ἐμοὶ	emoi	P-1DS	G1473	to me
Philemon 1:11	10	εὔχρηστον	eucrhston	A-ASM	G2173	[he has become] useful
Philemon 1:12	1	ὃν	on	R-ASM	G3739	vvv
Philemon 1:12	2	ἀνέπεμψα	anepemya	V-AAI-1S	G0375	I am sending back
Philemon 1:12	3	σὺ	su	P-2NS	G4771	for you
Philemon 1:12	4	δὲ	de	CONJ	G1161	
Philemon 1:12	5	αὐτόν	auton	P-ASM	G0846	him
Philemon 1:12	6	τοῦτ'	tout	D-NSN	G3778	who
Philemon 1:12	7	ἔστιν	estin	V-PAI-3S	G1510	is
Philemon 1:12	8	τὰ	ta	T-APN	G3588	-
Philemon 1:12	9	ἐμὰ	ema	S-1SAPN	G1699	my
Philemon 1:12	10	σπλάγχνα	splagcna	N-APN	G4698	very heart
Philemon 1:12	11	προσλαβοῦ	proslabou	V-2AMM-2S	G4355	to receive
Philemon 1:13	1	ὃν	on	R-ASM	G3739	[him]
Philemon 1:13	2	ἐγὼ	egw	P-1NS	G1473	I
Philemon 1:13	3	ἐβουλόμην	eboulomhn	V-INI-1S	G1014	would have liked
Philemon 1:13	4	πρὸς	prov	PREP	G4314	with
Philemon 1:13	5	ἐμαυτὸν	emauton	F-1ASM	G1683	me
Philemon 1:13	6	κατέχειν	katecein	V-PAN	G2722	to keep
Philemon 1:13	7	ἵνα	ina	CONJ	G2443	so that
Philemon 1:13	8	ὑπὲρ	uper	PREP	G5228	vvv
Philemon 1:13	9	σοῦ	sou	P-2GS	G4771	on your behalf
Philemon 1:13	10	διακονῇ	diakonh	V-PAS-3S	G1247	he could minister to
Philemon 1:13	11	μοι	moi	P-1DS	G1473	me
Philemon 1:13	12	ἐν	en	PREP	G1722	in
Philemon 1:13	13	τοῖς	toiv	T-DPM	G3588	[my]
Philemon 1:13	14	δεσμοῖς	desmoiv	N-DPM	G1199	chains
Philemon 1:13	15	τοῦ	tou	T-GSN	G3588	for the
Philemon 1:13	16	εὐαγγελίου	euaggeliou	N-GSN	G2098	gospel
Philemon 1:14	1	χωρὶς	cwriv	ADV	G5565	without
Philemon 1:14	2	δὲ	de	CONJ	G1161	But
Philemon 1:14	3	τῆς	thv	T-GSF	G3588	-
Philemon 1:14	4	σῆς	shv	S-2SGSF	G4674	your
Philemon 1:14	5	γνώμης	gnwmhv	N-GSF	G1106	consent
Philemon 1:14	6	οὐδὲν	ouden	A-ASN-N	G3762	[anything]
Philemon 1:14	7	ἠθέλησα	hqelhsa	V-AAI-1S	G2309	I did [not] want
Philemon 1:14	8	ποιῆσαι	poihsai	V-AAN	G4160	to do
Philemon 1:14	9	ἵνα	ina	CONJ	G2443	so that
Philemon 1:14	10	μὴ	mh	PRT-N	G3361	. . .
Philemon 1:14	11	ὡς	wv	ADV	G5613	vvv
Philemon 1:14	12	κατὰ	kata	PREP	G2596	out of
Philemon 1:14	13	ἀνάγκην	anagkhn	N-ASF	G0318	compulsion
Philemon 1:14	14	τὸ	to	T-NSN	G3588	-
Philemon 1:14	15	ἀγαθόν	agaqon	A-NSN	G0018	goodness
Philemon 1:14	16	σου	sou	P-2GS	G4771	your
Philemon 1:14	17	ᾖ	h	V-PAS-3S	G1510	will not be
Philemon 1:14	18	ἀλλὰ	alla	CONJ	G0235	but
Philemon 1:14	19	κατὰ	kata	PREP	G2596	by
Philemon 1:14	20	ἑκούσιον	ekousion	A-ASN	G1595	your own free will
Philemon 1:15	1	Τάχα	taca	ADV	G5029	perhaps
Philemon 1:15	2	γὰρ	gar	CONJ	G1063	For
Philemon 1:15	3	διὰ	dia	PREP	G1223	this is why
Philemon 1:15	4	τοῦτο	touto	D-ASN	G3778	. . .
Philemon 1:15	5	ἐχωρίσθη	ecwrisqh	V-API-3S	G5563	he was separated [from you]
Philemon 1:15	6	πρὸς	prov	PREP	G4314	for
Philemon 1:15	7	ὥραν	wran	N-ASF	G5610	a while
Philemon 1:15	8	ἵνα	ina	CONJ	G2443	so that
Philemon 1:15	9	αἰώνιον	aiwnion	A-ASM	G0166	for good
Philemon 1:15	10	αὐτὸν	auton	P-ASM	G0846	. . .
Philemon 1:15	11	ἀπέχῃς	apechv	V-PAS-2S	G0568	you might have him back
Philemon 1:16	1	οὐκέτι	ouketi	ADV-N	G3765	no longer
Philemon 1:16	2	ὡς	wv	ADV	G5613	as
Philemon 1:16	3	δοῦλον	doulon	N-ASM	G1401	a slave
Philemon 1:16	4	ἀλλ'	all	CONJ	G0235	but
Philemon 1:16	5	ὑπὲρ	uper	PREP	G5228	better than
Philemon 1:16	6	δοῦλον	doulon	N-ASM	G1401	a slave
Philemon 1:16	7	ἀδελφὸν	adelfon	N-ASM	G0080	brother
Philemon 1:16	8	ἀγαπητόν	agaphton	A-ASM	G0027	[as] a beloved
Philemon 1:16	9	μάλιστα	malista	ADV-S	G3122	[He is] especially [ beloved ]
Philemon 1:16	10	ἐμοί	emoi	P-1DS	G1473	to me
Philemon 1:16	11	πόσῳ	posw	Q-DSN	G4214	even more so
Philemon 1:16	12	δὲ	de	CONJ	G1161	but
Philemon 1:16	13	μᾶλλον	mallon	ADV	G3123	. . .
Philemon 1:16	14	σοὶ	soi	P-2DS	G4771	to you
Philemon 1:16	15	καὶ	kai	CONJ	G2532	both
Philemon 1:16	16	ἐν	en	PREP	G1722	in
Philemon 1:16	17	σαρκὶ	sarki	N-DSF	G4561	person
Philemon 1:16	18	καὶ	kai	CONJ	G2532	and
Philemon 1:16	19	ἐν	en	PREP	G1722	in
Philemon 1:16	20	κυρίῳ	kuriw	N-DSM	G2962	[the] Lord
Philemon 1:17	1	Εἰ	ei	COND	G1487	if
Philemon 1:17	2	οὖν	oun	CONJ	G3767	So
Philemon 1:17	3	με	me	P-1AS	G1473	me
Philemon 1:17	4	ἔχεις	eceiv	V-PAI-2S	G2192	you consider
Philemon 1:17	5	κοινωνόν	koinwnon	N-ASM	G2844	a partner
Philemon 1:17	6	προσλαβοῦ	proslabou	V-2AMM-2S	G4355	receive
Philemon 1:17	7	αὐτὸν	auton	P-ASM	G0846	him
Philemon 1:17	8	ὡς	wv	ADV	G5613	as [you would receive]
Philemon 1:17	9	ἐμέ	eme	P-1AS	G1473	me
Philemon 1:18	1	Εἰ	ei	COND	G1487	if
Philemon 1:18	2	δέ	de	CONJ	G1161	But
Philemon 1:18	3	τι	ti	X-ASN	G5100	in any way
Philemon 1:18	4	ἠδίκησέν	hdikhsen	V-AAI-3S	G0091	he has wronged
Philemon 1:18	5	σε	se	P-2AS	G4771	you
Philemon 1:18	6	ἢ	h	PRT	G2228	or
Philemon 1:18	7	ὀφείλει	ofeilei	V-PAI-3S	G3784	owes [you anything]
Philemon 1:18	8	τοῦτο	touto	D-ASN	G3778	vvv
Philemon 1:18	9	ἐμοὶ	emoi	P-1DS	G1473	vvv
Philemon 1:18	10	ἐλλόγει	ellogei	V-PAM-2S	G1677	charge it to my account
Philemon 1:19	1	ἐγὼ	egw	P-1NS	G1473	I
Philemon 1:19	2	Παῦλος	paulov	N-NSM	G3972	Paul
Philemon 1:19	3	ἔγραψα	egraya	V-AAI-1S	G1125	write [this]
Philemon 1:19	4	τῇ	th	T-DSF	G3588	with
Philemon 1:19	5	ἐμῇ	emh	S-1SDSF	G1699	my own
Philemon 1:19	6	χειρί	ceiri	N-DSF	G5495	hand
Philemon 1:19	7	ἐγὼ	egw	P-1NS	G1473	I
Philemon 1:19	8	ἀποτίσω	apotisw	V-FAI-1S	G0661	will repay [it]
Philemon 1:19	9	ἵνα	ina	CONJ	G2443	to
Philemon 1:19	10	μὴ	mh	PRT-N	G3361	not
Philemon 1:19	11	λέγω	legw	V-PAS-1S	G3004	mention
Philemon 1:19	12	σοι	soi	P-2DS	G4771	-
Philemon 1:19	13	ὅτι	oti	CONJ	G3754	that
Philemon 1:19	14	καὶ	kai	CONJ	G2532	vvv
Philemon 1:19	15	σεαυτόν	seauton	F-2ASM	G4572	your very self
Philemon 1:19	16	μοι	moi	P-1DS	G1473	me
Philemon 1:19	17	προσοφείλεις	prosofeileiv	V-PAI-2S	G4359	you owe
Philemon 1:20	1	Ναί	nai	PRT	G3483	Yes
Philemon 1:20	2	ἀδελφέ	adelfe	N-VSM	G0080	brother
Philemon 1:20	3	ἐγώ	egw	P-1NS	G1473	vvv
Philemon 1:20	4	σου	sou	P-2GS	G4771	from you
Philemon 1:20	5	ὀναίμην	onaimhn	V-2ADO-1S	G3685	let me have some benefit
Philemon 1:20	6	ἐν	en	PREP	G1722	in
Philemon 1:20	7	κυρίῳ	kuriw	N-DSM	G2962	[the] Lord
